,t0 taking,t1 feel,t2 pain,t3 hair,t4 hair,t5 doctor,t6 diet,t7 doctor,t8 day,t9 weight,t10 control,t11 pregnant,t12 level,t13 metformin,t14 help,dominant_topic
e2kkf0,0.04,0.0,0.14,0.0,0.24,0.0,0.08,0.12,0.0,0.0,0.0,0.07,0.27,0.0,0.04,12
e2lqaj,0.0,0.25,0.04,0.0,0.0,0.0,0.0,0.23,0.32,0.0,0.0,0.03,0.0,0.0,0.11,8
e2mfdd,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.25,0.0,0.0,0.05,0.24,10
e2nogw,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.06,0.0,0.47,14
e2o5ly,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,8
e2o7wn,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,1
e2pgtv,0.08,0.15,0.0,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.14,0.0,0.0,0.0,0.0,8
e2q1ol,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,8
e2ulsx,0.15,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.53,0.01,13
e2vb3z,0.0,0.17,0.25,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.11,0.0,5
e2xc6q,0.0,0.26,0.64,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
e2yod8,0.0,0.23,0.0,0.0,0.42,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
e31nvp,0.29,0.4,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.0,1
e33jzl,0.08,0.34,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
e351ns,0.0,0.22,0.0,0.0,0.0,0.0,0.13,0.0,0.26,0.0,0.0,0.17,0.0,0.0,0.2,8
e36x3u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.07,0.0,0.3,0.18,8
e394lw,0.0,0.73,0.18,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1
e39hrn,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.4,0.0,0.43,0.0,0.0,0.0,0.0,10
e3dp48,0.0,0.75,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1
e3e8v9,0.0,0.0,0.0,0.0,0.03,0.24,0.0,0.18,0.0,0.47,0.07,0.0,0.0,0.0,0.0,9
e3eriv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,13
e3f1k0,0.04,0.19,0.0,0.0,0.04,0.0,0.37,0.09,0.15,0.09,0.0,0.0,0.0,0.0,0.03,6
e3h154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.72,14
e3if8o,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.27,1
e3iuqq,0.0,0.67,0.0,0.0,0.18,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1
e3j1ed,0.0,0.0,0.0,0.13,0.0,0.0,0.11,0.0,0.5,0.26,0.0,0.0,0.0,0.0,0.0,8
e3jri1,0.05,0.07,0.0,0.0,0.0,0.15,0.24,0.0,0.19,0.01,0.0,0.0,0.14,0.0,0.15,6
e3q83t,0.0,0.42,0.0,0.0,0.11,0.0,0.0,0.19,0.0,0.04,0.03,0.16,0.04,0.0,0.0,1
e3qkl4,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.32,0.1,0.2,0.13,0.0,0.0,0.0,0.0,7
e4b3rl,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.25,0.0,0.11,0.0,0.0,0.41,0.07,0.0,12
e4cfxa,0.0,0.0,0.18,0.0,0.0,0.33,0.0,0.0,0.21,0.03,0.0,0.0,0.06,0.0,0.17,5
e4cjmq,0.0,0.67,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e4crzz,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
e4f1a6,0.0,0.23,0.0,0.48,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
e4i5v0,0.04,0.48,0.0,0.0,0.0,0.07,0.21,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1
e4jw0v,0.01,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,1
e4lhcc,0.0,0.11,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.02,0.0,0.0,0.51,0.04,0.0,12
e4lygw,0.24,0.0,0.0,0.05,0.04,0.0,0.0,0.16,0.42,0.0,0.0,0.0,0.0,0.08,0.0,8
e4nkut,0.0,0.58,0.0,0.0,0.06,0.22,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,1
e4nweo,0.0,0.0,0.0,0.16,0.39,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.23,0.0,4
e4omks,0.0,0.14,0.0,0.0,0.35,0.0,0.0,0.43,0.0,0.0,0.07,0.0,0.0,0.0,0.0,7
e4pj6i,0.0,0.3,0.0,0.06,0.32,0.0,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.22,4
e4pwen,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4
e4quqo,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,5
e4rgdk,0.0,0.26,0.57,0.03,0.0,0.05,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2
e4ri9g,0.0,0.12,0.0,0.05,0.0,0.22,0.0,0.0,0.32,0.13,0.0,0.04,0.04,0.06,0.0,8
e4rq6f,0.0,0.0,0.25,0.1,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5
e4sec1,0.04,0.09,0.0,0.0,0.09,0.07,0.02,0.0,0.22,0.01,0.0,0.41,0.05,0.0,0.0,11
e4su2d,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.33,0.01,0.01,0.4,0.01,13
e4t9wd,0.11,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,14
e4tcdg,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,4
e4uagc,0.03,0.31,0.0,0.0,0.0,0.0,0.17,0.0,0.06,0.24,0.05,0.04,0.05,0.0,0.04,1
e4urb6,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4
e4uunj,0.0,0.27,0.0,0.0,0.0,0.33,0.36,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,6
e4wwmb,0.0,0.25,0.0,0.0,0.0,0.0,0.38,0.08,0.0,0.0,0.0,0.0,0.14,0.0,0.14,6
e4xoag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.27,0.0,0.22,0.0,0.0,0.33,0.0,13
e4zsiq,0.0,0.32,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.2,0.0,0.35,0.0,0.0,0.0,11
e50z3q,0.0,0.11,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.55,14
e512aw,0.0,0.47,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.31,1
e52n9q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.59,0.09,0.16,0.0,0.05,0.0,0.0,8
e53u6q,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.17,0.0,0.0,0.16,0.0,7
e54nk5,0.0,0.0,0.0,0.0,0.04,0.0,0.66,0.0,0.21,0.0,0.0,0.06,0.0,0.0,0.0,6
e54obx,0.0,0.17,0.0,0.37,0.0,0.0,0.0,0.0,0.14,0.07,0.0,0.0,0.0,0.0,0.24,3
e54wys,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.09,0.0,0.23,0.0,0.0,0.0,0.09,0.42,14
e55jck,0.16,0.19,0.0,0.03,0.0,0.0,0.34,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.0,6
e55o68,0.0,0.17,0.0,0.19,0.0,0.38,0.0,0.0,0.03,0.04,0.14,0.0,0.04,0.0,0.0,5
e56b6s,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.22,0.14,0.0,0.21,0.0,0.06,0.13,8
e56jt7,0.04,0.12,0.0,0.03,0.0,0.28,0.0,0.0,0.13,0.09,0.22,0.0,0.0,0.03,0.06,5
e58ch5,0.0,0.43,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
e5aha2,0.0,0.07,0.0,0.0,0.0,0.11,0.03,0.41,0.0,0.03,0.0,0.34,0.0,0.0,0.0,7
e5ar0d,0.0,0.0,0.0,0.0,0.03,0.55,0.0,0.14,0.0,0.02,0.12,0.0,0.14,0.0,0.0,5
e5chfm,0.0,0.38,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.0,1
e5dxk0,0.0,0.8,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.03,0.0,0.0,0.07,1
e5dzqi,0.0,0.12,0.0,0.0,0.0,0.41,0.0,0.0,0.12,0.04,0.12,0.0,0.0,0.0,0.17,5
e5e5iv,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.36,0.0,0.0,0.22,0.09,10
e5f49j,0.05,0.16,0.0,0.05,0.0,0.08,0.32,0.0,0.0,0.09,0.0,0.0,0.06,0.05,0.14,6
e5go6j,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.2,1
e5guqz,0.15,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,14
e5iulh,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.33,0.0,0.0,0.0,1
e5kot2,0.0,0.58,0.0,0.0,0.0,0.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e5l1wg,0.0,0.09,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.0,0.26,0.0,0.12,0.16,0.0,10
e5m7l0,0.0,0.33,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.22,1
e5mpcp,0.0,0.0,0.0,0.16,0.0,0.25,0.14,0.19,0.0,0.25,0.0,0.0,0.0,0.0,0.0,5
e5nlmi,0.01,0.52,0.11,0.0,0.0,0.0,0.0,0.19,0.0,0.15,0.02,0.0,0.0,0.0,0.0,1
e5ooxu,0.09,0.0,0.0,0.0,0.04,0.0,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.58,0.0,13
e5qmq1,0.07,0.0,0.36,0.0,0.0,0.0,0.0,0.38,0.0,0.07,0.0,0.1,0.0,0.0,0.0,7
e5r0a3,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.6,0.0,0.0,0.16,0.0,10
e5rlq8,0.0,0.21,0.0,0.0,0.0,0.17,0.07,0.1,0.0,0.0,0.0,0.05,0.2,0.02,0.19,1
e5s365,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.1,0.19,8
e5so9j,0.0,0.1,0.0,0.0,0.24,0.15,0.0,0.2,0.0,0.11,0.06,0.0,0.0,0.05,0.08,4
e5sti8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.39,0.0,0.0,0.0,0.0,0.0,0.43,14
e5t0w5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.59,0.05,0.0,0.0,11
e5t2q3,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1
e5ta4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.28,0.0,0.0,0.0,0.0,0.48,14
e5tf50,0.0,0.29,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.11,0.0,0.0,0.0,0.0,0.06,1
e5uflz,0.0,0.31,0.0,0.44,0.0,0.0,0.17,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,3
e5uk4h,0.0,0.0,0.1,0.17,0.0,0.66,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,5
e5w95m,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
e5xvb2,0.0,0.28,0.0,0.0,0.21,0.0,0.0,0.35,0.0,0.16,0.0,0.0,0.0,0.0,0.0,7
e5z70h,0.0,0.11,0.0,0.07,0.0,0.61,0.0,0.0,0.09,0.0,0.0,0.04,0.07,0.0,0.0,5
e5zvx1,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.63,14
e625pu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,14
e62mfp,0.1,0.4,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1
e62zke,0.0,0.0,0.0,0.07,0.0,0.32,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7
e649ds,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.31,0.01,0
e64itj,0.0,0.03,0.14,0.0,0.0,0.17,0.0,0.29,0.03,0.0,0.0,0.26,0.0,0.07,0.0,7
e65lx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.15,0.5,0.0,0.0,0.0,0.0,0.0,9
e667ex,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.49,14
e66x39,0.13,0.36,0.15,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.0,1
e674dh,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.35,0.0,0.0,0.13,0.08,0.0,6
e68ybr,0.0,0.0,0.3,0.0,0.0,0.44,0.08,0.0,0.0,0.0,0.0,0.06,0.07,0.04,0.0,5
e69fmi,0.02,0.26,0.0,0.04,0.01,0.17,0.0,0.19,0.0,0.05,0.0,0.16,0.0,0.0,0.1,1
e6b7hs,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,8
e6bbxj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.5,0.01,0.01,0.01,11
e6c1ed,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.63,14
e6cbtb,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1
e6enqx,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.1,0.32,0.0,0.16,0.0,0.1,0.08,0.0,8
e6f80i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.4,0.0,7
e6ggsd,0.05,0.0,0.06,0.0,0.0,0.0,0.27,0.14,0.0,0.0,0.0,0.0,0.3,0.07,0.09,12
e6i978,0.0,0.0,0.0,0.22,0.15,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,5
e6ig5o,0.0,0.0,0.0,0.0,0.17,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.5,14
e6jb3s,0.0,0.08,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.62,0.09,0.0,0.04,0.0,10
e6jbjd,0.0,0.18,0.0,0.22,0.0,0.24,0.0,0.0,0.08,0.0,0.0,0.05,0.0,0.22,0.0,5
e6jbns,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,8
e6l5hb,0.0,0.0,0.0,0.15,0.0,0.0,0.07,0.0,0.36,0.25,0.0,0.16,0.0,0.0,0.0,8
e6lfo2,0.0,0.23,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.11,3
e6m41v,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.52,14
e6m4am,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.38,0.1,0.08,0.0,0.0,0.0,0.0,0.0,2
e6of2t,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.37,0.0,0.0,0.33,0.0,10
e6pqka,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e6pu1k,0.08,0.31,0.09,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1
e6q3bq,0.0,0.0,0.15,0.0,0.0,0.0,0.26,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.34,14
e6qcx6,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6
e6rnx3,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.11,4
e6rp0x,0.0,0.09,0.0,0.0,0.0,0.44,0.0,0.09,0.0,0.0,0.0,0.0,0.22,0.0,0.14,5
e6rssj,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.11,4
e6scno,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.28,0.54,0.0,0.0,0.0,0.03,0.0,0.0,8
e6tgf9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.18,0.0,0.05,0.16,0.37,14
e6tm9j,0.0,0.22,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,4
e6tmee,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.26,0.0,0.0,3
e6v7iu,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.62,0.0,0.0,0.0,11
e6vbeo,0.0,0.0,0.0,0.0,0.09,0.18,0.0,0.26,0.0,0.0,0.33,0.0,0.0,0.13,0.0,10
e6vqnv,0.0,0.32,0.06,0.18,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,8
e705nt,0.04,0.2,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,14
e70bl6,0.04,0.26,0.0,0.0,0.0,0.15,0.0,0.0,0.4,0.0,0.0,0.0,0.14,0.0,0.0,8
e7155s,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.21,0.04,0.0,0.39,0.0,0.09,0.0,0.0,10
e719eh,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.39,0.0,0.0,0.31,11
e71l0u,0.01,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,1
e72o3v,0.05,0.0,0.0,0.0,0.0,0.22,0.13,0.27,0.28,0.04,0.0,0.0,0.0,0.0,0.0,8
e730pd,0.0,0.0,0.06,0.23,0.14,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.22,8
e7328r,0.0,0.58,0.06,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.1,0.03,0.0,0.06,1
e73mtn,0.05,0.24,0.0,0.05,0.0,0.0,0.19,0.0,0.24,0.03,0.05,0.0,0.0,0.07,0.07,1
e74ci6,0.0,0.34,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.18,13
e74zky,0.0,0.16,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.31,0.24,0.0,0.0,0.0,10
e75tli,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
e7716r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.05,0.34,0.14,0.0,0.1,0.0,8
e78v6j,0.0,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.17,1
e79sxc,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.33,0.27,0.0,0.0,0.0,0.0,9
e7a8ny,0.0,0.61,0.28,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e7aiwj,0.0,0.44,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
e7bn54,0.08,0.0,0.28,0.0,0.0,0.23,0.0,0.0,0.2,0.0,0.17,0.03,0.0,0.0,0.0,2
e7cj58,0.0,0.0,0.31,0.0,0.0,0.2,0.0,0.35,0.0,0.0,0.0,0.13,0.0,0.0,0.0,7
e7duof,0.0,0.0,0.02,0.0,0.18,0.26,0.0,0.0,0.15,0.04,0.06,0.08,0.17,0.04,0.0,5
e7edtg,0.0,0.09,0.0,0.1,0.22,0.0,0.12,0.15,0.05,0.0,0.04,0.05,0.14,0.05,0.0,4
e7ghry,0.0,0.1,0.0,0.07,0.0,0.15,0.06,0.03,0.21,0.0,0.15,0.23,0.0,0.0,0.0,11
e7h2ia,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,14
e7h9vp,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
e7hx2b,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1
e7klpy,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.22,0.0,0.34,0.0,0.0,0.1,0.1,10
e7l2u7,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.42,0.15,0.0,12
e7mj9f,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.34,0.01,0.01,8
e7mllh,0.0,0.4,0.29,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1
e7ohen,0.0,0.41,0.0,0.12,0.31,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.0,1
e7ok8i,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.0,0.38,0.0,0.0,0.0,0.0,0.0,9
e7ozf3,0.0,0.0,0.0,0.0,0.13,0.12,0.03,0.0,0.0,0.0,0.0,0.24,0.0,0.4,0.06,13
e7p749,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.01,8
e7phrc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.52,0.0,0.0,0.17,0.0,0.0,0.0,8
e7shai,0.0,0.06,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.51,0.0,13
e7u7dx,0.0,0.13,0.0,0.1,0.1,0.0,0.0,0.28,0.0,0.09,0.03,0.01,0.07,0.11,0.09,7
e7ur8s,0.0,0.28,0.0,0.0,0.39,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,4
e7w99o,0.01,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.01,1
e7wjwf,0.0,0.0,0.0,0.09,0.02,0.36,0.0,0.22,0.08,0.03,0.06,0.06,0.06,0.02,0.0,5
e7xpf6,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4
e7y4a6,0.0,0.36,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.38,0.02,0.0,0.04,0.03,10
e7yl84,0.0,0.56,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e7zdpr,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.21,0.0,0.0,0.0,0.0,1
e8296k,0.0,0.26,0.0,0.0,0.0,0.0,0.35,0.0,0.1,0.06,0.04,0.0,0.0,0.0,0.19,6
e82jiw,0.0,0.2,0.0,0.0,0.13,0.33,0.0,0.0,0.19,0.0,0.06,0.0,0.0,0.0,0.09,5
e83bls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.76,0.0,0.0,0.1,0.0,0.0,0.0,8
e848cr,0.01,0.49,0.12,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
e84cq1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.61,14
e84m8x,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.47,0.0,0.0,0.0,0.31,10
e84ush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.0,0.0,0.0,0.53,0.0,0.0,12
e85ic8,0.04,0.0,0.04,0.0,0.01,0.03,0.08,0.19,0.15,0.0,0.07,0.17,0.0,0.0,0.22,14
e86cni,0.06,0.46,0.0,0.0,0.03,0.14,0.06,0.12,0.0,0.0,0.0,0.06,0.06,0.0,0.0,1
e86ihj,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.04,0.0,0.04,0.25,0.08,0.04,0.25,5
e8aecq,0.0,0.63,0.0,0.08,0.0,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1
e8ayvi,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1
e8b9e1,0.24,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,1
e8cb9f,0.0,0.2,0.0,0.0,0.0,0.62,0.04,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,5
e8ctjw,0.0,0.08,0.0,0.02,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.62,0.0,0.0,12
e8e8pj,0.0,0.1,0.0,0.0,0.25,0.04,0.11,0.26,0.0,0.11,0.0,0.05,0.0,0.07,0.0,7
e8f8jk,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.23,0.0,7
