,t0 stomach,t1 weight,t2 pain,t3 control,t4 hair,t5 normal,t6 insulin,t7 doctor,t8 day,t9 diet,dominant_topic
3e7c38,0.0,0.09,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.43,6
3e800o,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.7,9
3e854h,0.0,0.0,0.0,0.11,0.0,0.15,0.04,0.1,0.59,0.0,8
3e8a82,0.02,0.13,0.0,0.21,0.06,0.0,0.05,0.51,0.0,0.0,7
3e8gxi,0.0,0.42,0.0,0.0,0.0,0.0,0.31,0.0,0.25,0.0,1
3e9fr4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
3ea41m,0.0,0.0,0.02,0.0,0.0,0.48,0.2,0.3,0.0,0.0,5
3ea4qo,0.0,0.72,0.08,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1
3ea64g,0.01,0.01,0.83,0.01,0.01,0.01,0.01,0.01,0.11,0.01,2
3ea8zu,0.0,0.0,0.0,0.41,0.28,0.2,0.0,0.0,0.0,0.09,3
3ebqwl,0.0,0.26,0.05,0.0,0.08,0.0,0.0,0.42,0.0,0.18,7
3eef1k,0.0,0.37,0.0,0.29,0.0,0.0,0.0,0.0,0.24,0.09,1
3eeo3q,0.0,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.0,0.0,3
3eevg6,0.0,0.41,0.0,0.18,0.03,0.0,0.01,0.2,0.16,0.0,1
3efvb3,0.0,0.3,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,6
3eh1z8,0.06,0.15,0.05,0.0,0.06,0.0,0.04,0.0,0.25,0.4,9
3ehjrs,0.02,0.41,0.04,0.0,0.02,0.0,0.46,0.05,0.0,0.0,6
3ehk3d,0.03,0.68,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1
3einjz,0.0,0.0,0.0,0.13,0.32,0.0,0.12,0.0,0.42,0.0,8
3ek7y6,0.01,0.51,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
3ekpjo,0.0,0.24,0.03,0.04,0.32,0.0,0.03,0.3,0.04,0.0,4
3en5lv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.36,0.01,7
3enkh5,0.02,0.28,0.03,0.13,0.06,0.01,0.1,0.18,0.0,0.19,1
3erotu,0.0,0.08,0.0,0.08,0.75,0.0,0.0,0.0,0.08,0.0,4
3erzi9,0.0,0.25,0.0,0.2,0.0,0.09,0.14,0.0,0.32,0.0,8
3esa3h,0.0,0.0,0.0,0.2,0.0,0.47,0.0,0.0,0.26,0.05,5
3esqlv,0.04,0.0,0.51,0.17,0.26,0.0,0.0,0.0,0.0,0.0,2
3eu0ac,0.03,0.0,0.35,0.0,0.07,0.05,0.0,0.11,0.38,0.0,8
3eu23b,0.0,0.28,0.25,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3
3eueax,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.72,0.01,0.01,7
3euspg,0.0,0.0,0.0,0.33,0.0,0.0,0.24,0.29,0.11,0.0,3
3evybp,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.0,0.69,0.0,8
3ewr5b,0.0,0.14,0.0,0.26,0.1,0.31,0.0,0.17,0.0,0.0,5
3exqvi,0.1,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,4
3eyiti,0.0,0.16,0.0,0.0,0.13,0.18,0.24,0.28,0.0,0.0,7
3ez7tg,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.59,0.0,0.0,7
3f0hse,0.02,0.0,0.0,0.13,0.35,0.14,0.0,0.36,0.0,0.0,7
3f2e9f,0.0,0.0,0.0,0.51,0.0,0.0,0.34,0.13,0.0,0.0,3
3f2lo4,0.0,0.2,0.0,0.15,0.13,0.19,0.13,0.09,0.0,0.11,1
3f41if,0.0,0.18,0.0,0.16,0.0,0.06,0.11,0.49,0.0,0.0,7
3f45zx,0.0,0.0,0.05,0.08,0.04,0.0,0.0,0.78,0.0,0.04,7
3f5es6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.42,0.4,0.0,7
3f6ptu,0.01,0.42,0.0,0.18,0.0,0.07,0.0,0.12,0.21,0.0,1
3f7bj1,0.0,0.09,0.0,0.35,0.06,0.0,0.0,0.13,0.0,0.36,9
3f7pdj,0.02,0.24,0.0,0.06,0.0,0.07,0.05,0.43,0.09,0.03,7
3fe6wi,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,7
3fegfs,0.0,0.57,0.0,0.0,0.29,0.0,0.02,0.04,0.07,0.0,1
3fewu0,0.0,0.0,0.63,0.0,0.33,0.0,0.0,0.0,0.0,0.0,2
3ff3w0,0.0,0.49,0.0,0.0,0.0,0.0,0.18,0.0,0.14,0.17,1
3ffd5e,0.0,0.3,0.0,0.0,0.15,0.39,0.14,0.0,0.0,0.0,5
3ffr54,0.0,0.06,0.0,0.39,0.0,0.21,0.06,0.0,0.0,0.27,3
3fg3wt,0.0,0.45,0.04,0.12,0.0,0.0,0.24,0.0,0.0,0.14,1
3fji6z,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1
3fk51x,0.0,0.21,0.0,0.0,0.0,0.33,0.0,0.28,0.18,0.0,5
3fk8nn,0.0,0.22,0.0,0.0,0.09,0.64,0.04,0.0,0.0,0.0,5
3fkd63,0.0,0.16,0.0,0.0,0.27,0.0,0.36,0.2,0.0,0.0,6
3fkflc,0.04,0.0,0.06,0.5,0.0,0.0,0.16,0.0,0.0,0.24,3
3fl6bm,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.22,0.25,0.0,1
3fl7ud,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.32,0.59,0.0,8
3fl8d8,0.0,0.0,0.0,0.06,0.0,0.1,0.37,0.41,0.0,0.05,7
3fnba7,0.0,0.06,0.0,0.74,0.0,0.0,0.11,0.07,0.0,0.0,3
3frrko,0.0,0.0,0.39,0.18,0.0,0.0,0.0,0.11,0.3,0.0,2
3frz93,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.65,0.0,0.0,7
3fsc6c,0.02,0.5,0.0,0.0,0.03,0.0,0.12,0.0,0.11,0.22,1
3fsjs9,0.0,0.46,0.0,0.07,0.0,0.0,0.0,0.23,0.16,0.09,1
3fste7,0.0,0.0,0.0,0.0,0.32,0.0,0.65,0.0,0.0,0.0,6
3ft48c,0.0,0.0,0.84,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2
3ftt2j,0.0,0.35,0.26,0.0,0.09,0.19,0.03,0.0,0.07,0.0,1
3fvtq7,0.0,0.37,0.0,0.06,0.24,0.11,0.0,0.2,0.0,0.02,1
3fwa52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,7
3fwbtu,0.02,0.0,0.21,0.0,0.0,0.38,0.0,0.31,0.0,0.09,5
3fwdk7,0.04,0.0,0.0,0.02,0.0,0.08,0.51,0.02,0.0,0.32,6
3fwi64,0.0,0.0,0.0,0.0,0.78,0.12,0.09,0.0,0.0,0.0,4
3fwu7t,0.0,0.49,0.25,0.0,0.16,0.0,0.0,0.0,0.08,0.0,1
3fxmwb,0.0,0.0,0.0,0.17,0.0,0.0,0.54,0.26,0.0,0.0,6
3fybio,0.0,0.0,0.07,0.58,0.0,0.0,0.17,0.16,0.0,0.0,3
3fybny,0.03,0.64,0.13,0.04,0.0,0.16,0.0,0.0,0.0,0.0,1
3fz675,0.0,0.26,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,3
3fzis3,0.0,0.0,0.0,0.17,0.35,0.47,0.0,0.0,0.0,0.0,5
3fzozb,0.01,0.07,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,3
3g053a,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.61,0.0,8
3g0pg2,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1
3g1cfj,0.0,0.09,0.0,0.0,0.17,0.56,0.08,0.1,0.0,0.0,5
3g2cos,0.01,0.01,0.23,0.01,0.53,0.01,0.01,0.01,0.17,0.01,4
3g2kmx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.16,0.0,7
3g2o5d,0.02,0.0,0.0,0.31,0.0,0.0,0.0,0.55,0.12,0.0,7
3g2z07,0.0,0.0,0.0,0.0,0.0,0.45,0.19,0.12,0.23,0.0,5
3g5nfb,0.0,0.0,0.0,0.02,0.22,0.19,0.01,0.48,0.06,0.01,7
3g6se7,0.01,0.14,0.1,0.59,0.01,0.13,0.01,0.01,0.01,0.01,3
3g8t5a,0.01,0.52,0.0,0.09,0.0,0.0,0.0,0.27,0.0,0.1,1
3ga1vb,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.58,0.19,0.0,7
3gb2dx,0.01,0.01,0.01,0.01,0.7,0.25,0.01,0.01,0.01,0.01,4
3gbcz5,0.0,0.16,0.0,0.47,0.0,0.0,0.0,0.34,0.0,0.0,3
3gclgh,0.0,0.0,0.27,0.12,0.0,0.2,0.15,0.0,0.26,0.0,2
3gdg2j,0.12,0.0,0.0,0.0,0.25,0.27,0.19,0.0,0.0,0.14,5
3gfmgs,0.0,0.0,0.11,0.0,0.0,0.3,0.0,0.0,0.57,0.0,8
3ghbsu,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.66,9
3ghr8x,0.0,0.0,0.46,0.0,0.0,0.07,0.0,0.0,0.45,0.0,2
3gm1zo,0.03,0.1,0.23,0.1,0.0,0.0,0.0,0.37,0.17,0.0,7
3goonh,0.0,0.52,0.08,0.3,0.0,0.0,0.08,0.0,0.0,0.0,1
3gpc5x,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.6,0.01,8
3gpfwy,0.0,0.55,0.0,0.16,0.0,0.09,0.02,0.0,0.0,0.17,1
3grfsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.83,0.0,8
3gso71,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2
3gt86j,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.6,0.04,0.0,7
3gvwrj,0.0,0.1,0.0,0.41,0.1,0.18,0.08,0.14,0.0,0.0,3
3gybcy,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.91,0.0,8
3gzi5v,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.67,0.06,0.0,7
3h0d14,0.0,0.0,0.26,0.06,0.0,0.23,0.08,0.0,0.36,0.0,8
3h2zix,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.57,0.0,0.11,7
3h442q,0.0,0.13,0.0,0.16,0.28,0.17,0.14,0.0,0.0,0.13,4
3h4d1m,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.8,0.0,0.0,7
3h610n,0.0,0.0,0.08,0.15,0.0,0.16,0.0,0.26,0.34,0.0,8
3h63z4,0.08,0.21,0.0,0.0,0.0,0.07,0.19,0.05,0.17,0.21,1
3h65ct,0.08,0.21,0.0,0.0,0.0,0.07,0.19,0.05,0.17,0.21,1
3h6bm4,0.0,0.07,0.08,0.11,0.0,0.18,0.0,0.55,0.0,0.0,7
3h7i1i,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.1,0.0,0.0,4
3h8wgy,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.7,0.11,8
3ha18s,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.29,0.0,0.17,3
3hbc6j,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.49,0.0,8
3hc4b6,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.6,0.0,0.0,7
3hc8s7,0.0,0.0,0.0,0.46,0.0,0.0,0.37,0.0,0.14,0.0,3
3hcm7j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.44,0.0,7
3hdbt7,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.15,0.18,2
3hddpm,0.05,0.08,0.15,0.06,0.0,0.0,0.04,0.61,0.0,0.0,7
3hdj67,0.0,0.0,0.0,0.0,0.15,0.29,0.29,0.22,0.0,0.04,5
3hdr75,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.15,0.0,0.0,3
3hf07g,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,9
3hhmfj,0.0,0.0,0.08,0.0,0.0,0.0,0.59,0.0,0.31,0.0,6
3hhnyc,0.0,0.0,0.0,0.18,0.03,0.4,0.3,0.0,0.0,0.08,5
3hhsgc,0.0,0.0,0.28,0.45,0.15,0.0,0.0,0.0,0.0,0.09,3
3hisgb,0.0,0.0,0.0,0.0,0.0,0.53,0.16,0.3,0.0,0.0,5
3hivt1,0.0,0.52,0.0,0.0,0.0,0.04,0.08,0.16,0.0,0.19,1
3hjelr,0.02,0.23,0.03,0.09,0.03,0.18,0.07,0.36,0.0,0.0,7
3hlf8e,0.0,0.6,0.16,0.09,0.0,0.14,0.0,0.0,0.0,0.0,1
3hlj4b,0.0,0.15,0.0,0.0,0.0,0.0,0.04,0.64,0.15,0.0,7
3hm6ko,0.0,0.35,0.0,0.37,0.0,0.0,0.0,0.27,0.0,0.0,3
3hmn4w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.92,0.0,8
3hmvmo,0.03,0.0,0.25,0.0,0.08,0.0,0.0,0.31,0.33,0.0,8
3hn39z,0.0,0.38,0.0,0.0,0.41,0.0,0.19,0.0,0.0,0.0,4
3hnugm,0.0,0.0,0.16,0.49,0.33,0.0,0.0,0.0,0.0,0.0,3
3hnw2l,0.02,0.13,0.0,0.07,0.0,0.19,0.0,0.09,0.32,0.16,8
3hozif,0.01,0.36,0.01,0.01,0.01,0.01,0.14,0.46,0.01,0.01,7
3hp4zv,0.0,0.0,0.36,0.05,0.0,0.03,0.0,0.34,0.22,0.0,2
3hp5eu,0.06,0.0,0.0,0.0,0.14,0.35,0.25,0.0,0.19,0.0,5
3hqo46,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.64,0.25,0.0,7
3hqzf6,0.0,0.18,0.22,0.07,0.0,0.14,0.0,0.0,0.35,0.04,8
3ht0up,0.0,0.22,0.0,0.0,0.0,0.08,0.09,0.29,0.0,0.32,9
3hwev4,0.0,0.0,0.0,0.31,0.0,0.29,0.0,0.39,0.0,0.0,7
3hwqt2,0.09,0.01,0.01,0.58,0.01,0.01,0.27,0.01,0.01,0.01,3
3hxby6,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,4
3i17hp,0.07,0.01,0.01,0.01,0.35,0.54,0.01,0.01,0.01,0.01,5
3i2v8a,0.03,0.21,0.22,0.16,0.0,0.0,0.0,0.12,0.24,0.0,8
3i30s2,0.0,0.0,0.0,0.21,0.12,0.1,0.11,0.31,0.06,0.09,7
3i3hsz,0.01,0.13,0.0,0.0,0.0,0.0,0.48,0.37,0.0,0.0,6
3i4wt0,0.0,0.0,0.05,0.51,0.0,0.0,0.0,0.0,0.3,0.12,3
3i5gwp,0.0,0.0,0.0,0.11,0.69,0.11,0.0,0.09,0.0,0.0,4
3i5sx2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.2,0.01,7
3i740z,0.0,0.24,0.17,0.35,0.0,0.18,0.05,0.0,0.0,0.0,3
3i8ygx,0.0,0.0,0.35,0.0,0.0,0.34,0.0,0.0,0.29,0.0,2
3i8zgg,0.01,0.49,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,1
3ia063,0.01,0.37,0.34,0.25,0.01,0.01,0.01,0.01,0.01,0.01,1
3iazfv,0.0,0.0,0.14,0.0,0.0,0.21,0.22,0.42,0.0,0.0,7
3ibw6a,0.0,0.31,0.05,0.22,0.15,0.0,0.15,0.0,0.06,0.06,1
3ic4mg,0.01,0.27,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,3
3ic6xx,0.0,0.63,0.0,0.18,0.0,0.05,0.0,0.14,0.0,0.0,1
3iebna,0.0,0.12,0.0,0.26,0.0,0.0,0.04,0.42,0.15,0.0,7
3ifolw,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.91,0.0,8
3igdo7,0.0,0.0,0.0,0.77,0.1,0.12,0.0,0.0,0.0,0.0,3
3ij9ql,0.0,0.0,0.0,0.17,0.81,0.0,0.0,0.0,0.0,0.0,4
3ilxau,0.02,0.0,0.0,0.7,0.0,0.04,0.0,0.23,0.0,0.0,3
3imcxp,0.25,0.22,0.21,0.0,0.27,0.0,0.0,0.0,0.0,0.04,4
3impjw,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,3
3imvqq,0.0,0.0,0.0,0.48,0.44,0.0,0.0,0.0,0.06,0.0,3
3in4wp,0.0,0.16,0.0,0.26,0.0,0.32,0.0,0.12,0.14,0.0,5
3infi1,0.0,0.73,0.0,0.0,0.0,0.04,0.06,0.1,0.0,0.06,1
3inh01,0.03,0.0,0.63,0.0,0.0,0.0,0.07,0.2,0.07,0.0,2
3iom5r,0.02,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1
3iqfuz,0.0,0.0,0.14,0.84,0.0,0.0,0.0,0.0,0.0,0.0,3
3ir13w,0.0,0.08,0.0,0.31,0.29,0.12,0.18,0.0,0.02,0.0,3
3irbum,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.71,0.23,0.0,7
3ires5,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.56,0.2,0.0,7
3itb6b,0.0,0.67,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.24,1
3iulwi,0.0,0.0,0.27,0.31,0.0,0.0,0.0,0.0,0.4,0.0,8
3iwbzw,0.0,0.0,0.0,0.0,0.11,0.0,0.14,0.53,0.21,0.0,7
3iwfrl,0.0,0.36,0.0,0.15,0.22,0.15,0.12,0.0,0.0,0.0,1
3iwzvd,0.02,0.17,0.0,0.32,0.09,0.0,0.0,0.33,0.0,0.06,7
3iyyli,0.02,0.0,0.0,0.06,0.0,0.51,0.0,0.32,0.0,0.08,5
3izxpc,0.0,0.19,0.0,0.0,0.0,0.0,0.07,0.61,0.08,0.04,7
3j00b2,0.0,0.54,0.0,0.26,0.0,0.0,0.18,0.0,0.0,0.0,1
3j1bma,0.0,0.16,0.14,0.2,0.0,0.08,0.0,0.41,0.0,0.0,7
3j6p7l,0.12,0.29,0.0,0.07,0.0,0.0,0.0,0.0,0.04,0.47,9
3j7qza,0.0,0.0,0.22,0.0,0.0,0.17,0.07,0.31,0.0,0.22,7
3j9c37,0.0,0.04,0.0,0.4,0.0,0.0,0.14,0.09,0.31,0.0,3
3jbger,0.0,0.55,0.0,0.12,0.0,0.0,0.13,0.18,0.0,0.0,1
3jcjz8,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.57,0.24,0.0,7
3jcncb,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.16,0.35,0.0,3
3jdbyb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.69,9
3je5l0,0.0,0.0,0.0,0.0,0.0,0.32,0.47,0.18,0.0,0.0,6
3jehup,0.0,0.46,0.07,0.28,0.0,0.0,0.03,0.16,0.0,0.0,1
3jfwkf,0.0,0.0,0.0,0.0,0.14,0.74,0.05,0.0,0.06,0.0,5
3jhiqi,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
3jk2hw,0.0,0.37,0.0,0.0,0.07,0.55,0.0,0.0,0.0,0.0,5
3jngza,0.06,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.28,3
3jnict,0.04,0.0,0.0,0.5,0.0,0.0,0.16,0.07,0.23,0.0,3
3jp4uk,0.0,0.23,0.0,0.0,0.65,0.0,0.0,0.11,0.0,0.0,4
3jrmzx,0.0,0.53,0.0,0.24,0.0,0.18,0.04,0.0,0.0,0.0,1
3jrsxw,0.0,0.0,0.0,0.0,0.0,0.75,0.23,0.0,0.0,0.0,5
3jsbka,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.45,0.3,0.01,7
3jsrb5,0.0,0.0,0.32,0.46,0.0,0.0,0.0,0.0,0.19,0.0,3
3jtrce,0.0,0.36,0.3,0.0,0.0,0.12,0.04,0.18,0.0,0.0,1
3jv0yq,0.0,0.43,0.0,0.14,0.13,0.0,0.0,0.21,0.0,0.09,1
3jw614,0.0,0.25,0.13,0.0,0.36,0.17,0.07,0.0,0.0,0.0,4
3jwj15,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.2,0.37,0.0,2
3jzlvm,0.1,0.69,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1
3k1427,0.0,0.0,0.35,0.1,0.0,0.55,0.0,0.0,0.0,0.0,5
3k4481,0.0,0.64,0.0,0.0,0.0,0.03,0.12,0.16,0.0,0.04,1
3k6ksx,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,7
3k6st9,0.0,0.31,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.32,2
3k8hm2,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.51,0.01,0.01,7
3k8re0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.54,0.04,0.0,7
3k8u4k,0.0,0.48,0.0,0.27,0.11,0.0,0.0,0.14,0.0,0.0,1
3k9ofj,0.0,0.27,0.0,0.0,0.12,0.1,0.0,0.5,0.0,0.0,7
3k9yo2,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.32,0.0,0.13,4
3ka6dr,0.01,0.49,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.17,1
3kamxp,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.76,0.01,0.01,7
3kb0w6,0.01,0.0,0.07,0.0,0.75,0.0,0.0,0.17,0.0,0.0,4
3kcrtg,0.01,0.24,0.16,0.01,0.0,0.0,0.0,0.42,0.17,0.0,7
3kcs3n,0.0,0.0,0.16,0.0,0.55,0.0,0.05,0.1,0.12,0.0,4
3kgjdv,0.0,0.0,0.0,0.0,0.52,0.0,0.11,0.36,0.0,0.0,4
3khpwz,0.01,0.4,0.09,0.05,0.29,0.05,0.0,0.1,0.0,0.0,1
3kl7vl,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.86,9
3kmjqo,0.0,0.17,0.0,0.25,0.05,0.0,0.24,0.22,0.0,0.06,3
3kpny0,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
3kq6e3,0.03,0.36,0.07,0.21,0.0,0.0,0.0,0.04,0.0,0.28,1
3kqn69,0.01,0.27,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.48,9
3kr20x,0.01,0.36,0.01,0.18,0.01,0.2,0.01,0.01,0.06,0.18,1
3krvr6,0.0,0.0,0.0,0.0,0.0,0.33,0.08,0.0,0.06,0.52,9
3kt76k,0.0,0.68,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.19,1
3kumpo,0.0,0.3,0.41,0.0,0.0,0.0,0.0,0.0,0.26,0.0,2
3kurg8,0.01,0.21,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.32,6
3kv0ud,0.0,0.27,0.09,0.38,0.15,0.09,0.0,0.0,0.0,0.0,3
3kvarh,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,8
3kw72c,0.0,0.47,0.0,0.0,0.36,0.0,0.0,0.0,0.15,0.0,1
3kxice,0.0,0.0,0.0,0.08,0.0,0.2,0.04,0.54,0.14,0.0,7
3kyd4q,0.01,0.14,0.28,0.5,0.01,0.01,0.01,0.01,0.01,0.01,3
3kzdvu,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,4
3kzh75,0.0,0.0,0.62,0.16,0.0,0.0,0.0,0.0,0.19,0.0,2
3kztoo,0.0,0.0,0.0,0.31,0.6,0.0,0.0,0.0,0.06,0.0,4
3l0da1,0.0,0.53,0.0,0.0,0.0,0.08,0.0,0.28,0.0,0.1,1
3l2bf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.71,0.0,8
3l3hid,0.04,0.24,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,3
3l46wj,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,4
3l554a,0.0,0.0,0.0,0.32,0.29,0.27,0.0,0.11,0.0,0.0,3
3l56bh,0.0,0.0,0.35,0.1,0.0,0.44,0.0,0.1,0.0,0.0,5
3l7506,0.0,0.05,0.0,0.69,0.0,0.0,0.15,0.1,0.0,0.0,3
3l7t07,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.28,0.25,2
3l7tnw,0.01,0.0,0.0,0.0,0.11,0.21,0.05,0.46,0.16,0.0,7
3l846r,0.0,0.16,0.0,0.0,0.0,0.37,0.08,0.15,0.13,0.11,5
3l9462,0.0,0.51,0.0,0.0,0.0,0.34,0.0,0.14,0.0,0.0,1
3l9ay5,0.0,0.0,0.0,0.51,0.0,0.0,0.28,0.18,0.0,0.0,3
3la7va,0.0,0.0,0.1,0.3,0.0,0.05,0.15,0.28,0.11,0.0,3
3lditc,0.0,0.82,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,1
3ldt9k,0.0,0.21,0.0,0.38,0.0,0.0,0.0,0.4,0.0,0.0,7
3lh2ng,0.01,0.09,0.02,0.14,0.0,0.28,0.25,0.21,0.0,0.0,5
3lhwpo,0.0,0.29,0.0,0.0,0.22,0.06,0.3,0.0,0.12,0.0,6
3li3gm,0.05,0.15,0.0,0.0,0.15,0.0,0.0,0.3,0.04,0.31,9
3li5vf,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,9
3li620,0.0,0.27,0.0,0.02,0.0,0.29,0.0,0.42,0.0,0.0,7
3lkels,0.01,0.01,0.01,0.01,0.01,0.51,0.32,0.01,0.01,0.14,5
3llamv,0.0,0.16,0.0,0.49,0.17,0.04,0.0,0.0,0.0,0.13,3
3lm01t,0.0,0.0,0.58,0.2,0.04,0.0,0.0,0.04,0.13,0.0,2
3ln9ft,0.0,0.16,0.74,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2
3lpfhw,0.0,0.26,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,6
3lq1t0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.22,0.0,0.0,2
3lr6mp,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.31,0.0,6
3lrc9c,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,0.01,6
3lt2wz,0.0,0.44,0.04,0.09,0.0,0.0,0.08,0.12,0.19,0.04,1
3ltjjt,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1
3ltxkh,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3lw54y,0.01,0.01,0.01,0.46,0.01,0.46,0.01,0.01,0.01,0.01,3
3lx6uy,0.0,0.0,0.0,0.04,0.86,0.0,0.07,0.0,0.0,0.02,4
3lxc2c,0.0,0.0,0.19,0.37,0.41,0.0,0.0,0.0,0.0,0.0,4
3ly4vr,0.0,0.0,0.0,0.0,0.0,0.15,0.4,0.42,0.0,0.0,7
3lyeo6,0.0,0.0,0.16,0.24,0.0,0.0,0.0,0.57,0.0,0.0,7
3lyy2m,0.03,0.27,0.0,0.23,0.09,0.0,0.27,0.05,0.0,0.05,1
3m0414,0.0,0.0,0.0,0.39,0.14,0.21,0.14,0.11,0.0,0.0,3
3m0pto,0.0,0.0,0.0,0.21,0.0,0.43,0.0,0.26,0.0,0.09,5
