,t0 symptom,t1 hair,t2 doctor,t3 help,t4 day,t5 period,t6 level,t7 metformin,t8 year,t9 pregnant,t10 pain,t11 like,t12 weight,t13 control,t14 hair,dominant_topic
8rg7av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.66,14
8rgqir,0.06,0.0,0.06,0.0,0.11,0.0,0.0,0.28,0.0,0.0,0.0,0.38,0.09,0.0,0.0,11
8rj9wi,0.06,0.03,0.1,0.03,0.0,0.0,0.0,0.07,0.3,0.0,0.0,0.0,0.39,0.02,0.0,12
8rjfhf,0.16,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.1,0.0,5
8rkfcm,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.55,0.0,0.0,0.0,0.19,0.0,0.0,8
8rm1jx,0.0,0.44,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.39,0.0,0.0,0.0,1
8rm8x5,0.09,0.0,0.11,0.12,0.0,0.08,0.09,0.0,0.0,0.04,0.0,0.0,0.46,0.0,0.0,12
8rpqkd,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.09,0.24,0.0,0.0,0.0,8
8rr2b8,0.08,0.0,0.08,0.04,0.0,0.32,0.0,0.0,0.16,0.0,0.03,0.15,0.0,0.13,0.0,5
8rr3wm,0.23,0.11,0.07,0.0,0.0,0.0,0.0,0.0,0.45,0.01,0.1,0.0,0.03,0.0,0.0,8
8rrd7k,0.06,0.12,0.0,0.02,0.13,0.11,0.03,0.0,0.2,0.01,0.04,0.13,0.15,0.0,0.0,8
8rrk00,0.13,0.09,0.22,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.34,0.08,0.0,12
8rsy6m,0.0,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.36,0.0,0.0,0.05,0.11,0.0,0.0,8
8ru6df,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.29,0.0,0.0,0.0,10
8rudks,0.0,0.0,0.16,0.0,0.38,0.19,0.02,0.05,0.0,0.0,0.07,0.09,0.03,0.0,0.0,4
8rvhp2,0.0,0.07,0.0,0.0,0.64,0.0,0.0,0.2,0.0,0.0,0.0,0.06,0.0,0.0,0.0,4
8rvpo8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.45,0.0,0.0,12
8rwbj2,0.0,0.08,0.0,0.0,0.0,0.06,0.0,0.0,0.43,0.03,0.0,0.06,0.24,0.1,0.0,8
8ryou5,0.14,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.07,0.5,0.0,13
8ryw8r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.24,0.0,0.45,0.0,0.0,12
8rzk8b,0.16,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,13
8rzpbv,0.21,0.0,0.24,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8rzuuf,0.0,0.0,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.29,0.0,9
8s053w,0.46,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0
8s1fth,0.04,0.0,0.07,0.0,0.1,0.0,0.07,0.06,0.0,0.12,0.0,0.0,0.52,0.03,0.0,12
8s1qe1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.5,0.0,0.03,0.0,11
8s2c1l,0.0,0.0,0.16,0.0,0.12,0.0,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.0,0.02,7
8s3peg,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.46,0.0,0.08,0.0,11
8s3znz,0.0,0.0,0.1,0.0,0.0,0.03,0.0,0.09,0.31,0.05,0.0,0.29,0.07,0.0,0.06,8
8s4j38,0.01,0.01,0.01,0.14,0.01,0.24,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.27,0.01,7
8s4mrx,0.04,0.0,0.41,0.09,0.0,0.0,0.11,0.0,0.24,0.0,0.0,0.11,0.0,0.0,0.0,2
8s5meu,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.03,0.0,0.38,0.5,0.0,0.0,12
8s5x0d,0.22,0.0,0.14,0.03,0.0,0.4,0.0,0.06,0.0,0.01,0.05,0.0,0.0,0.0,0.08,5
8s79gt,0.26,0.14,0.33,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2
8s8hyw,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,5
8saeqy,0.0,0.0,0.1,0.03,0.0,0.21,0.0,0.0,0.0,0.14,0.2,0.18,0.12,0.0,0.0,5
8sbi61,0.31,0.0,0.18,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
8sc4et,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.09,0.01,0.53,0.01,0.01,0.01,11
8scn6l,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,11
8scp1s,0.0,0.0,0.0,0.0,0.04,0.3,0.03,0.0,0.31,0.09,0.0,0.0,0.0,0.05,0.16,8
8scw86,0.12,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,12
8sdo2l,0.0,0.0,0.16,0.02,0.49,0.0,0.0,0.2,0.1,0.0,0.03,0.0,0.0,0.0,0.0,4
8sdqal,0.09,0.0,0.37,0.03,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.09,0.31,0.0,0.0,2
8sdt3z,0.0,0.1,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.25,0.11,0.13,0.15,11
8see1f,0.0,0.0,0.28,0.0,0.1,0.41,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,5
8seh8x,0.07,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,12
8sergx,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.1,0.0,0.27,11
8sfvyt,0.15,0.0,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,12
8shcig,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,5
8shuqa,0.0,0.0,0.0,0.02,0.0,0.28,0.0,0.05,0.04,0.07,0.0,0.17,0.0,0.36,0.0,13
8sja7q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.0,0.29,0.42,0.0,0.06,12
8smmoz,0.15,0.0,0.36,0.0,0.0,0.0,0.16,0.0,0.09,0.12,0.0,0.08,0.0,0.05,0.0,2
8smu5p,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,12
8snsj9,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,3
8sqeed,0.0,0.09,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.31,0.04,13
8sr10t,0.0,0.0,0.0,0.11,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.15,0.0,12
8srtuq,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.46,0.0,0.0,12
8ssm92,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.22,0.0,0.0,0.09,0.0,8
8st8tz,0.0,0.0,0.09,0.06,0.26,0.0,0.1,0.0,0.0,0.07,0.0,0.0,0.41,0.0,0.0,12
8sux3m,0.13,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.12,0.65,0.04,0.0,12
8sv894,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,12
8sxit9,0.0,0.0,0.22,0.19,0.28,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8t05j2,0.56,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0
8t0b0r,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.52,14
8t0lx9,0.16,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.43,14
8t19tq,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.58,14
8t1gou,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
8t1kva,0.03,0.0,0.16,0.0,0.0,0.14,0.02,0.09,0.2,0.09,0.13,0.0,0.08,0.03,0.02,8
8t1rhw,0.0,0.06,0.12,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.23,0.16,0.17,0.1,0.0,10
8t2ofd,0.0,0.0,0.11,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,5
8t37y2,0.0,0.0,0.21,0.0,0.0,0.0,0.35,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.2,6
8t3kke,0.12,0.0,0.12,0.08,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.11,0.0,8
8t4d6z,0.0,0.0,0.05,0.06,0.0,0.17,0.0,0.0,0.38,0.0,0.11,0.11,0.12,0.0,0.0,8
8t6zxl,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.53,14
8t8i00,0.45,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.47,0.04,0.0,0.0,11
8t9jd9,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.05,0.0,0.0,8
8tamr1,0.0,0.07,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,11
8tb19a,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.03,0.41,0.0,0.0,0.05,0.0,0.17,0.0,8
8tbyyu,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.67,0.0,0.0,12
8tcgey,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.42,0.02,0.0,12
8te2ot,0.06,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.13,0.05,0.02,0.0,6
8tejw6,0.2,0.07,0.16,0.04,0.09,0.12,0.06,0.13,0.0,0.0,0.01,0.0,0.08,0.0,0.03,0
8tggt2,0.0,0.07,0.0,0.1,0.0,0.06,0.0,0.07,0.29,0.0,0.13,0.16,0.07,0.05,0.0,8
8th2dn,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.21,0.6,0.0,0.07,12
8thgnq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.76,14
8tjhrq,0.04,0.0,0.0,0.07,0.32,0.17,0.03,0.04,0.0,0.31,0.0,0.0,0.0,0.0,0.0,4
8tmhiq,0.23,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.34,0.0,0.29,0.0,0.0,0.0,0.0,8
8tnr49,0.0,0.0,0.19,0.06,0.0,0.15,0.22,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.0,6
8tns1c,0.11,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.62,0.0,0.03,0.0,0.04,0.05,0.04,8
8tnvvv,0.21,0.0,0.0,0.06,0.0,0.0,0.04,0.0,0.0,0.12,0.0,0.1,0.2,0.04,0.25,14
8tplsl,0.0,0.32,0.09,0.1,0.0,0.0,0.13,0.0,0.0,0.05,0.16,0.0,0.0,0.14,0.0,1
8tqbgo,0.0,0.13,0.0,0.05,0.0,0.0,0.07,0.09,0.08,0.04,0.0,0.17,0.3,0.03,0.03,12
8tqqln,0.13,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.19,0.6,0.0,0.0,12
8trptq,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,11
8tudbc,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,12
8tw0v8,0.0,0.0,0.18,0.07,0.0,0.19,0.0,0.1,0.0,0.16,0.06,0.11,0.1,0.0,0.0,5
8txhlu,0.04,0.0,0.05,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,12
8txyzs,0.03,0.0,0.04,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.64,0.0,0.0,12
8ty2a4,0.0,0.0,0.08,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.4,14
8tyeyd,0.05,0.0,0.0,0.0,0.0,0.05,0.1,0.02,0.18,0.12,0.09,0.3,0.03,0.04,0.02,11
8tz3bg,0.06,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.44,0.0,0.05,0.25,11
8tz4x0,0.0,0.0,0.0,0.14,0.27,0.14,0.06,0.0,0.0,0.0,0.27,0.04,0.06,0.0,0.0,4
8u1a1z,0.0,0.13,0.38,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
8u1hy9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.64,0.01,0.01,12
8u225e,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.25,0.27,0.0,0.23,0.1,0.0,0.0,9
8u2hxg,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.13,0.0,0.0,0.05,0.0,0.32,0.0,0.0,12
8u3acs,0.0,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.04,0.0,11
8u5ju0,0.14,0.0,0.08,0.01,0.0,0.1,0.06,0.0,0.37,0.04,0.06,0.09,0.03,0.03,0.0,8
8u5o7i,0.11,0.0,0.14,0.01,0.0,0.0,0.04,0.0,0.24,0.05,0.04,0.18,0.11,0.08,0.0,8
8u6f0w,0.01,0.01,0.01,0.01,0.01,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.01,0.01,5
8u6hub,0.12,0.0,0.22,0.0,0.05,0.0,0.04,0.07,0.07,0.0,0.0,0.08,0.25,0.11,0.0,12
8u6v6m,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.76,0.0,0.0,0.0,0.0,10
8u78yy,0.02,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.11,0.04,0.04,0.32,0.0,0.0,0.0,5
8uapyn,0.0,0.0,0.18,0.0,0.0,0.0,0.08,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8uczmr,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.09,0.09,0.0,0.0,0.06,8
8ueqyf,0.04,0.0,0.0,0.13,0.3,0.0,0.0,0.27,0.0,0.0,0.0,0.09,0.16,0.0,0.0,4
8uf4j2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.56,14
8ufw3n,0.0,0.0,0.19,0.03,0.31,0.0,0.0,0.0,0.33,0.0,0.13,0.0,0.0,0.0,0.0,8
8ugjio,0.0,0.31,0.0,0.0,0.0,0.36,0.0,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,5
8ugnav,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.25,8
8uhgd6,0.0,0.1,0.24,0.08,0.36,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.05,0.07,0.0,4
8uhjwd,0.0,0.0,0.11,0.03,0.0,0.08,0.0,0.0,0.35,0.02,0.02,0.14,0.24,0.0,0.0,8
8ukhpy,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.63,14
8ul1hy,0.15,0.04,0.0,0.0,0.11,0.04,0.0,0.27,0.0,0.0,0.0,0.21,0.16,0.0,0.02,7
8ulx5k,0.0,0.0,0.14,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.13,0.0,5
8umjwx,0.0,0.0,0.05,0.0,0.06,0.12,0.0,0.0,0.0,0.03,0.0,0.09,0.64,0.0,0.0,12
8untvj,0.0,0.0,0.13,0.08,0.26,0.0,0.0,0.0,0.0,0.05,0.3,0.15,0.0,0.0,0.02,10
8unu1i,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.44,14
8uo5sb,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.18,12
8uo6k0,0.28,0.0,0.0,0.0,0.54,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8urile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.49,14
8ustvg,0.05,0.14,0.05,0.0,0.13,0.0,0.16,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.07,8
8utdi1,0.0,0.11,0.0,0.0,0.55,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.08,0.0,0.0,4
8uto4j,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,5
8uul8s,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.15,10
8uvouv,0.15,0.0,0.12,0.0,0.0,0.18,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,6
8vbkbh,0.17,0.03,0.0,0.0,0.17,0.16,0.0,0.05,0.0,0.0,0.0,0.16,0.1,0.07,0.1,0
8vddk8,0.0,0.0,0.33,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3
8vdt8j,0.27,0.1,0.07,0.07,0.0,0.0,0.0,0.06,0.26,0.0,0.09,0.0,0.0,0.0,0.07,0
8ve3wc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.89,0.0,0.0,12
8ve3z2,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.68,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7
8vf4x6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.2,0.45,0.0,0.0,12
8vf7nc,0.09,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,11
8vfoc9,0.0,0.0,0.15,0.0,0.08,0.33,0.0,0.0,0.0,0.07,0.02,0.31,0.0,0.03,0.01,5
8vgjjw,0.0,0.19,0.0,0.24,0.23,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
8vh0b2,0.0,0.02,0.0,0.02,0.0,0.0,0.27,0.02,0.08,0.0,0.0,0.34,0.07,0.0,0.19,11
8vh4pa,0.01,0.47,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
8vhvbl,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,9
8vhvc8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.55,14
8vidcz,0.02,0.02,0.02,0.02,0.02,0.02,0.39,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.39,6
8vidt3,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.82,0.0,0.0,0.0,11
8vj1ek,0.07,0.0,0.33,0.01,0.0,0.05,0.0,0.0,0.0,0.16,0.0,0.35,0.0,0.0,0.03,11
8vjcao,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.23,0.3,0.0,0.0,0.22,0.0,0.0,9
8vl0rf,0.0,0.0,0.0,0.08,0.0,0.47,0.0,0.11,0.0,0.12,0.01,0.03,0.0,0.12,0.05,5
8vlhka,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.45,0.0,0.0,12
8vlzhz,0.14,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,13
8vm1kv,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.27,0.0,0.25,0.0,0
8vmzfm,0.0,0.0,0.0,0.04,0.32,0.03,0.12,0.08,0.0,0.0,0.04,0.23,0.0,0.12,0.0,4
8vnnjy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.46,0.27,0.0,0.0,11
8vnwxf,0.04,0.0,0.24,0.0,0.02,0.0,0.05,0.0,0.09,0.0,0.16,0.25,0.1,0.0,0.04,11
8vp750,0.0,0.0,0.0,0.03,0.0,0.53,0.13,0.0,0.0,0.0,0.06,0.24,0.0,0.0,0.0,5
8vq2ka,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.25,0.0,0.0,0.17,8
8vroxq,0.0,0.02,0.0,0.02,0.0,0.0,0.27,0.02,0.08,0.0,0.0,0.34,0.07,0.0,0.19,11
8vroym,0.0,0.02,0.0,0.02,0.0,0.0,0.27,0.02,0.08,0.0,0.0,0.34,0.07,0.0,0.19,11
8vrsr1,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.13,0.0,0.45,0.0,0.15,0.0,11
8vseb6,0.0,0.02,0.0,0.0,0.0,0.18,0.0,0.01,0.11,0.0,0.0,0.0,0.63,0.0,0.04,12
8vsu1x,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.24,0.0,8
8vu0fn,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,11
8vu3jr,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.29,0.01,0
8vuf5v,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.36,0.0,0.0,0.2,0.28,0.0,0.0,8
8vuqrl,0.0,0.26,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.23,0.0,0.14,1
8vvfl2,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.63,0.0,0.0,12
8vvmqq,0.0,0.0,0.0,0.38,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,3
8vvzm9,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.21,0.13,0.0,0.3,0.0,0.0,0.0,2
8vxqzl,0.0,0.0,0.0,0.12,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.23,0.0,0.0,0.32,14
8vy4m4,0.0,0.0,0.3,0.0,0.0,0.13,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,6
8vysvq,0.17,0.04,0.03,0.05,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.39,0.11,0.0,12
8w0dlv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.1,0.44,0.0,0.0,0.21,11
8w23dy,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,12
8w3cvh,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.84,0.0,0.0,12
8w3hpa,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
8w4qce,0.07,0.02,0.0,0.02,0.0,0.36,0.0,0.0,0.41,0.0,0.1,0.0,0.03,0.0,0.0,8
8w72nf,0.0,0.0,0.16,0.07,0.19,0.0,0.14,0.0,0.14,0.04,0.0,0.0,0.0,0.24,0.0,13
8w7k2s,0.06,0.0,0.2,0.0,0.0,0.57,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,5
8w7u3q,0.0,0.0,0.0,0.22,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.34,14
8w9nf5,0.19,0.0,0.07,0.0,0.0,0.39,0.02,0.06,0.0,0.0,0.04,0.23,0.0,0.0,0.0,5
8w9qb8,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
8w9sig,0.19,0.0,0.07,0.0,0.0,0.39,0.02,0.06,0.0,0.0,0.04,0.23,0.0,0.0,0.0,5
8wb9ph,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.09,0.43,0.0,0.17,0.0,11
8wbnfe,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.53,0.01,0.01,0.01,11
8wduxs,0.0,0.23,0.0,0.06,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,4
8wf0l7,0.0,0.02,0.18,0.0,0.32,0.11,0.27,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,4
8whayg,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.26,0.0,0.15,0.12,0.0,0.0,0.0,8
8whh1p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.54,0.0,0.02,12
8wi13g,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.39,0.0,0.13,0.23,0.0,0.0,0.0,8
8wivoj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.57,0.01,0.01,0.01,0.01,0.01,9
8wl2jh,0.0,0.0,0.61,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8wmads,0.0,0.0,0.19,0.0,0.29,0.0,0.26,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4
8wmcbi,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,12
8wmqso,0.1,0.18,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.03,0.0,0.13,0.0,0.0,0.03,5
8wmw8o,0.14,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,9
8wmxe1,0.0,0.0,0.0,0.19,0.03,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.09,0.16,8
8wniht,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.25,0.0,7
