,t0 really,t1 stomach,t2 amp,t3 lap,t4 said,t5 pregnant,t6 pad,t7 control,t8 work,t9 surgery,t10 experience,t11 cramp,t12 bleeding,t13 cyst,t14 effect,dominant_topic
fp9w69,0.0,0.02,0.06,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,11
fpcdf5,0.13,0.03,0.0,0.0,0.12,0.0,0.01,0.07,0.21,0.0,0.0,0.17,0.04,0.22,0.0,13
fpfxm8,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.29,0.0,11
fphcwp,0.0,0.0,0.0,0.14,0.0,0.0,0.02,0.65,0.0,0.0,0.13,0.0,0.0,0.0,0.05,7
fphzz3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,8
fpi2dn,0.0,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.32,0.0,0.0,12
fpkxew,0.0,0.0,0.0,0.24,0.47,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4
fpoog7,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.41,0.23,0.17,0.0,0.0,0.0,9
fpvi2r,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.38,0.0,11
fpw5gz,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.21,0.26,0.21,0.0,0.0,0.0,10
fpxe9r,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
fpzcmz,0.0,0.05,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.16,0.0,0.04,10
fq668x,0.11,0.0,0.07,0.0,0.26,0.0,0.04,0.0,0.0,0.17,0.16,0.18,0.0,0.0,0.0,4
fqdzpe,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.12,8
fqfr77,0.44,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.29,0.0,0.23,0.0,0
fqir42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.34,0.01,0.01,0.01,0.01,9
fqjz0p,0.0,0.0,0.0,0.26,0.12,0.05,0.0,0.33,0.0,0.0,0.22,0.0,0.0,0.0,0.0,7
fqp0v7,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.0,0.24,0.0,0.0,0.26,0.0,0.0,0.0,5
fqql4j,0.01,0.09,0.01,0.01,0.01,0.01,0.29,0.01,0.16,0.17,0.01,0.18,0.01,0.01,0.01,6
fqs52p,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,11
fqtnp7,0.01,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,2
fqw0r0,0.42,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.29,0.0,0.07,0.05,0.0,0.0,0.0,0
fqz0yk,0.54,0.0,0.0,0.1,0.0,0.19,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0
fr4pe6,0.41,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0
fr6t2n,0.25,0.12,0.0,0.0,0.0,0.06,0.02,0.0,0.28,0.02,0.0,0.19,0.0,0.0,0.05,8
frbihd,0.0,0.05,0.08,0.0,0.31,0.06,0.0,0.05,0.08,0.0,0.0,0.27,0.09,0.0,0.0,4
freb27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.12,0.44,0.0,0.0,0.0,11
frglr1,0.13,0.09,0.0,0.0,0.15,0.02,0.02,0.0,0.1,0.0,0.0,0.2,0.07,0.21,0.0,13
frjoje,0.51,0.0,0.07,0.28,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0
frjoq4,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.46,0.0,13
frjq74,0.0,0.0,0.33,0.08,0.0,0.0,0.0,0.0,0.1,0.0,0.47,0.0,0.0,0.0,0.0,10
fro3dm,0.42,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0
frp369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.5,0.2,0.0,0.0,11
frqi4z,0.0,0.0,0.0,0.1,0.28,0.0,0.0,0.0,0.38,0.0,0.0,0.07,0.16,0.0,0.0,8
frsvmu,0.19,0.14,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.32,0.13,0.0,0.0,11
frv0yo,0.36,0.0,0.0,0.0,0.45,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,4
fs1a0y,0.23,0.16,0.0,0.41,0.05,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,3
fs1t1j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.42,0.36,0.0,0.0,11
fs2fqt,0.0,0.0,0.0,0.13,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,11
fs3pfe,0.0,0.0,0.0,0.4,0.28,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3
fssyj5,0.13,0.11,0.0,0.0,0.0,0.05,0.0,0.45,0.0,0.0,0.23,0.0,0.0,0.0,0.0,7
ft738k,0.01,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.59,0.01,0.01,0.01,11
ft9ud9,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.01,8
ftbxqi,0.0,0.0,0.0,0.24,0.0,0.33,0.02,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
ftcten,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.15,0.17,0.16,0.0,0.0,0.42,0.0,13
ftdkry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.07,0.0,0.26,0.0,0.34,0.06,0.0,12
fte1ev,0.0,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.19,0.0,11
ftez4t,0.0,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.52,0.0,0.0,0.08,0.0,0.0,0.0,8
ftgdq7,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,10
ftnbeo,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,14
ftp6c6,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.48,0.0,0.08,0.0,0.0,0.0,0.0,0.26,7
ftp7xc,0.18,0.0,0.0,0.0,0.16,0.0,0.04,0.0,0.0,0.08,0.07,0.0,0.04,0.0,0.41,14
ftrkn9,0.18,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.13,0.07,0.24,0.09,0.23,0.0,11
ftswjj,0.08,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.13,0.35,0.12,0.0,0.0,11
ftthdk,0.32,0.0,0.11,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,3
ftuyhs,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.22,0.0,0.29,0.09,0.0,0.0,0.13,0.0,9
ftw2kw,0.15,0.0,0.07,0.05,0.13,0.0,0.0,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.41,14
ftxpvy,0.24,0.0,0.0,0.0,0.15,0.0,0.13,0.19,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0
ftxy3p,0.19,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,4
ftzzor,0.13,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.29,0.0,0.0,0.32,0.0,0.0,0.0,11
fu0jqf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.6,0.0,0.0,0.26,0.0,0.0,0.0,8
fu0pss,0.0,0.0,0.46,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.09,0.0,2
fuae46,0.38,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.34,0.0,0.0,0.0,0
fuh3j2,0.35,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0
fuijc4,0.35,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,4
fuivfl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.28,0.0,0.0,0.0,10
fuj736,0.0,0.05,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.0,3
fukt66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.38,0.39,0.0,0.0,12
fultd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.29,0.0,0.0,0.0,0.15,7
fum3t3,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.15,0.0,0.0,0.0,8
fumo3h,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0
fun1a6,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.25,0.0,0.0,0.0,10
fun3s5,0.0,0.04,0.0,0.0,0.0,0.05,0.06,0.0,0.22,0.0,0.43,0.14,0.0,0.0,0.05,10
fupy2g,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.21,0.0,0.13,0.26,0.0,9
fuswhv,0.26,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.06,0.33,0.08,0.14,0.0,0.0,10
fuvvbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.87,0.0,13
fuxw60,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.21,0.0,0.0,0.28,0.27,0.0,0.0,0.06,10
fv49y5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.04,0.12,0.0,0.0,0.0,0.0,7
fv4vij,0.09,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,12
fvav1x,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.38,0.27,0.0,0.0,0.0,10
fvcfhy,0.26,0.0,0.17,0.0,0.0,0.05,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.32,14
fvj9ru,0.3,0.0,0.17,0.0,0.46,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4
fvjrzi,0.4,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.24,0.19,0.0,0.0,0.0,0
fvm91e,0.0,0.0,0.76,0.17,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
fvomfv,0.21,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.18,0.0,0.2,0.04,0.0,0.0,0.0,6
fvpgd4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.36,11
fvqljo,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.12,0.12,0.39,0.0,13
fvshw7,0.0,0.11,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.52,0.0,0.33,0.0,11
fvujxn,0.21,0.02,0.0,0.0,0.0,0.05,0.0,0.33,0.0,0.0,0.0,0.0,0.3,0.08,0.0,7
fvur66,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,12
fvz4zj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.14,0.0,0.0,0.0,0.0,0.46,14
fw2jya,0.19,0.0,0.11,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,3
fw2xpr,0.16,0.0,0.04,0.0,0.09,0.0,0.05,0.08,0.46,0.0,0.0,0.0,0.12,0.0,0.0,8
fw2y2n,0.32,0.0,0.11,0.0,0.0,0.0,0.12,0.16,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0
fw5n41,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.07,0.29,0.0,0.0,10
fw9bhx,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.67,0.0,0.0,0.14,0.0,0.0,0.0,0.0,7
fwc32a,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.38,0.0,0.17,0.0,0.0,0.0,0.18,8
fwddw9,0.12,0.04,0.0,0.0,0.15,0.0,0.26,0.0,0.09,0.0,0.0,0.32,0.0,0.0,0.0,11
fwec5z,0.09,0.0,0.12,0.0,0.21,0.08,0.03,0.0,0.0,0.0,0.03,0.0,0.17,0.27,0.01,13
fwf56c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.54,0.0,0.0,0.0,11
fwg51x,0.16,0.13,0.0,0.0,0.09,0.32,0.0,0.0,0.15,0.02,0.0,0.0,0.0,0.13,0.0,5
fwlqbf,0.09,0.0,0.0,0.0,0.0,0.04,0.0,0.18,0.0,0.0,0.0,0.43,0.15,0.09,0.03,11
fwm0mt,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.29,0.0,0.15,0.33,0.0,0.0,0.0,11
fwmjrk,0.0,0.02,0.0,0.03,0.19,0.0,0.03,0.0,0.35,0.0,0.0,0.38,0.0,0.0,0.0,11
fwoyro,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.24,0
fwpnm5,0.42,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.21,0.0,0.03,0.0,0.0,0.0,0.0,0
fwql0o,0.1,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.21,0.03,0.06,0.35,0.13,0.06,12
fwt70v,0.09,0.0,0.0,0.0,0.17,0.13,0.0,0.21,0.0,0.0,0.0,0.23,0.16,0.0,0.0,11
fwtiki,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.42,0.0,0.0,0.0,0.23,0.18,0.05,0.0,7
fwuri0,0.48,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.0,0
fwy2lh,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.29,0.0,0.0,0.0,8
fx2imp,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.09,0.21,0.0,0.26,0.0,0.0,0.0,0.07,10
fx4dse,0.28,0.0,0.0,0.2,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,4
fx5opy,0.26,0.0,0.0,0.49,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
fx6ins,0.06,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.32,0.19,0.03,0.0,0.0,0.0,0.0,3
fx7jl8,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.71,0.01,0.01,0.01,0.01,0.01,0.01,8
fx80z5,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,8
fxaktv,0.15,0.0,0.0,0.24,0.08,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,9
fxcqq7,0.09,0.12,0.0,0.0,0.04,0.0,0.02,0.12,0.19,0.0,0.05,0.25,0.0,0.0,0.12,11
fxe2no,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.13,0.06,0.0,0.0,0.15,0
fxeuq3,0.0,0.0,0.67,0.08,0.15,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,2
fxhecs,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,10
fxjhia,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.14,0.0,0.0,0.0,8
fxjhtz,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.01,0.01,8
fxkbv8,0.0,0.0,0.03,0.0,0.43,0.04,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.21,0.0,4
fxlj2z,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.48,0.23,0.0,12
fxn4i0,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.34,0.01,0.43,0.01,13
fxouga,0.18,0.02,0.0,0.16,0.0,0.17,0.02,0.13,0.0,0.09,0.14,0.09,0.0,0.0,0.0,0
fxyrhv,0.0,0.0,0.0,0.22,0.53,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.16,0.04,4
fxzsps,0.25,0.0,0.0,0.0,0.14,0.0,0.05,0.08,0.24,0.04,0.03,0.09,0.0,0.0,0.07,0
fy13jg,0.0,0.14,0.0,0.0,0.0,0.08,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.07,0.0,8
fy2713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.65,0.0,0.0,0.0,11
fy83f7,0.0,0.0,0.05,0.18,0.24,0.0,0.03,0.12,0.04,0.18,0.0,0.03,0.1,0.0,0.03,4
fyfx0y,0.35,0.05,0.0,0.0,0.15,0.06,0.0,0.0,0.17,0.03,0.0,0.1,0.0,0.1,0.0,0
fyqm5f,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.16,0.0,0.0,0.0,0.0,0.0,0.0,7
fyr87z,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.3,0.0,0.09,0.28,0.0,0.25,0.0,8
fyt4oy,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.17,0.0,0.0,0.0,0.0,0
fyv35i,0.0,0.0,0.67,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,2
fywykw,0.0,0.17,0.0,0.0,0.28,0.0,0.0,0.1,0.1,0.05,0.0,0.28,0.0,0.0,0.0,4
fyzavz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.7,0.1,0.0,0.0,11
fz3yh8,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.19,0.07,0.13,0.39,0.07,13
fz6c7z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.72,0.0,0.0,0.08,0.0,10
fz9p8h,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.37,0.0,0.13,0.09,11
fzjgr7,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.07,0.0,0.0,0.06,0.19,0.16,0.43,0.0,13
fzl1cv,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,10
fznymu,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.6,0.0,13
fzq0aa,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.08,9
fzqni8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.29,0.0,0.0,0.0,8
fzqv5c,0.24,0.0,0.07,0.0,0.4,0.04,0.0,0.01,0.17,0.0,0.0,0.0,0.0,0.04,0.03,4
fzsdq7,0.0,0.0,0.0,0.11,0.22,0.0,0.0,0.0,0.51,0.0,0.0,0.12,0.0,0.0,0.0,8
fzvdw9,0.11,0.03,0.06,0.0,0.07,0.0,0.09,0.0,0.0,0.19,0.0,0.3,0.0,0.12,0.0,11
fzwdyq,0.26,0.01,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
fzx7b9,0.18,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.2,0.0,0.0,0.54,0.0,0.0,0.0,11
g00r67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.81,0.0,0.0,0.0,11
g03mzn,0.2,0.0,0.08,0.0,0.08,0.0,0.15,0.0,0.37,0.0,0.08,0.04,0.0,0.0,0.0,8
g05msf,0.0,0.0,0.0,0.23,0.26,0.2,0.0,0.0,0.0,0.11,0.19,0.0,0.0,0.0,0.0,4
g06ibu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.2,7
g07fzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.69,0.0,0.0,0.0,11
g07wo6,0.29,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,11
g08d3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.87,0.0,0.0,0.0,11
g09eax,0.27,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.55,0.0,0.0,0.14,0.0,0.0,0.0,8
g0bhpi,0.0,0.0,0.23,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,10
g0gsy3,0.0,0.02,0.15,0.0,0.51,0.0,0.06,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,4
g0lokt,0.0,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.59,0.04,13
g0m8k0,0.57,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0
g0nt4b,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.65,0.0,0.12,0.0,11
g0o203,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.46,0.11,0.0,0.0,0.09,0.0,0.1,0.0,7
g0q7g3,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
g0qocl,0.0,0.0,0.22,0.08,0.08,0.0,0.02,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,8
g0v2bp,0.25,0.05,0.0,0.0,0.0,0.05,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
g0vchz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.49,0.0,0.31,0.0,11
g0wfdj,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.36,0.0,0.32,0.12,0.0,0.0,0.0,8
g0x3ex,0.0,0.0,0.0,0.48,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,3
g0xt57,0.18,0.06,0.09,0.05,0.0,0.0,0.05,0.14,0.0,0.0,0.0,0.21,0.0,0.21,0.0,11
g0yde7,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.37,0.07,0.0,0.17,0.0,0.0,0.0,0.13,7
g0zit4,0.0,0.02,0.0,0.0,0.0,0.02,0.03,0.27,0.06,0.0,0.05,0.35,0.06,0.14,0.0,11
g0zsr8,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.0,0.42,0.0,0.0,0.3,0.17,0.0,0.0,8
g116nw,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.37,0.13,0.0,0.08,0.0,0.0,0.28,0.0,7
g13umf,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.21,0.08,0.0,0.0,0.51,0.11,0.0,0.0,11
g14q7c,0.09,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.08,8
g15a9c,0.0,0.22,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,11
g1738c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.24,0.0,0.0,0.07,0.17,0.0,0.15,7
g1a6ld,0.0,0.11,0.0,0.0,0.0,0.0,0.08,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.45,14
g1bow5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.22,0.0,7
g1d5so,0.22,0.0,0.0,0.0,0.37,0.0,0.06,0.0,0.16,0.0,0.12,0.07,0.0,0.0,0.0,4
g1dqis,0.0,0.0,0.31,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.26,0.0,0.0,2
g1jsnf,0.27,0.0,0.0,0.0,0.18,0.09,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.09,7
g1lilp,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
g1os05,0.01,0.01,0.01,0.14,0.08,0.01,0.31,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,8
g1pg5k,0.0,0.09,0.06,0.0,0.0,0.0,0.03,0.0,0.41,0.09,0.0,0.0,0.09,0.21,0.0,8
g1trgf,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.62,0.0,0.0,0.0,11
g20ozk,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.17,0.05,0.21,0.07,0.0,0.0,0.41,14
g240tt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.63,0.0,0.0,0.0,0.0,0.0,9
g2br4e,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.19,0.0,0.0,0.0,0.0,2
g2jr9w,0.13,0.01,0.17,0.0,0.0,0.0,0.0,0.38,0.2,0.0,0.0,0.0,0.0,0.0,0.1,7
g2kns5,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.26,0.0,0.43,0.0,0.0,0.0,0.0,10
g2ple8,0.3,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.25,0.0,0.24,0.0,0.16,0.0,0.0,0
g2rf4a,0.0,0.11,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,3
g2t8l6,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0
g2tboh,0.0,0.01,0.0,0.0,0.45,0.02,0.02,0.15,0.04,0.0,0.0,0.18,0.13,0.0,0.0,4
g2v4je,0.08,0.07,0.0,0.0,0.14,0.0,0.02,0.03,0.0,0.0,0.13,0.25,0.07,0.21,0.0,11
g2vye6,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.63,0.0,0.14,0.0,0.0,0.0,0.0,8
g339hb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,8
