,t0 control,t1 bowel,t2 amp,t3 surgery,t4 got,t5 symptom,t6 back,t7 symptom,t8 want,t9 surgery,dominant_topic
62e24h,0.57,0.0,0.0,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0
62ey8q,0.0,0.0,0.02,0.0,0.1,0.17,0.03,0.15,0.0,0.52,9
62h707,0.0,0.06,0.45,0.33,0.0,0.15,0.0,0.0,0.0,0.0,2
62iqip,0.06,0.0,0.14,0.0,0.08,0.0,0.0,0.29,0.0,0.41,9
62w6yg,0.15,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.3,0.28,8
631e7n,0.0,0.0,0.0,0.59,0.17,0.0,0.0,0.0,0.22,0.0,3
631k3l,0.0,0.04,0.0,0.0,0.33,0.0,0.36,0.0,0.0,0.26,6
634ahp,0.01,0.01,0.37,0.01,0.4,0.18,0.01,0.01,0.01,0.01,4
637z8l,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.34,0.48,9
63acy5,0.34,0.14,0.0,0.0,0.0,0.0,0.14,0.36,0.0,0.0,7
63bfla,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.21,0.42,0.0,8
63c6co,0.31,0.01,0.01,0.09,0.01,0.01,0.21,0.36,0.01,0.01,7
63engp,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.06,0.0,4
63fw2z,0.0,0.0,0.0,0.48,0.24,0.0,0.0,0.0,0.24,0.03,3
63fxh4,0.07,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.06,0.42,9
63gofn,0.01,0.01,0.28,0.51,0.01,0.17,0.01,0.01,0.01,0.01,3
63k2js,0.0,0.0,0.39,0.0,0.0,0.0,0.3,0.28,0.0,0.0,2
63l825,0.0,0.0,0.16,0.0,0.28,0.0,0.0,0.21,0.18,0.17,4
63mhwf,0.01,0.49,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
63myxn,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.8,9
63oezv,0.18,0.0,0.0,0.11,0.0,0.0,0.0,0.33,0.15,0.22,7
63phog,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.51,9
63qjxl,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.25,0.0,7
63r1uz,0.01,0.09,0.01,0.01,0.01,0.01,0.73,0.01,0.14,0.01,6
63sij7,0.0,0.0,0.24,0.0,0.0,0.33,0.0,0.0,0.42,0.0,8
63toop,0.13,0.37,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,4
63wv2a,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.57,0.0,8
63wwck,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.54,0.0,0.27,7
63x22a,0.05,0.0,0.07,0.03,0.09,0.0,0.09,0.0,0.21,0.46,9
63xfvp,0.0,0.2,0.0,0.45,0.0,0.0,0.0,0.0,0.33,0.0,3
64582k,0.0,0.0,0.0,0.0,0.53,0.0,0.18,0.0,0.27,0.0,4
647833,0.22,0.21,0.09,0.33,0.0,0.0,0.14,0.0,0.0,0.0,3
647k5c,0.08,0.08,0.02,0.03,0.6,0.0,0.0,0.08,0.0,0.11,4
64abla,0.13,0.06,0.0,0.02,0.32,0.02,0.13,0.17,0.15,0.0,4
64bjv6,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.04,0.0,0.65,9
64cp0h,0.15,0.04,0.0,0.11,0.47,0.2,0.0,0.0,0.03,0.0,4
64dry9,0.0,0.0,0.13,0.25,0.0,0.35,0.0,0.0,0.0,0.25,5
64fjsb,0.13,0.0,0.0,0.0,0.46,0.2,0.0,0.0,0.18,0.0,4
64hgi0,0.0,0.0,0.0,0.0,0.13,0.04,0.03,0.3,0.34,0.15,8
64hnxv,0.01,0.01,0.29,0.53,0.14,0.01,0.01,0.01,0.01,0.01,3
64jo68,0.18,0.03,0.18,0.17,0.42,0.0,0.0,0.0,0.0,0.0,4
64jxt7,0.23,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.24,0.1,3
64ls6r,0.01,0.04,0.0,0.02,0.63,0.0,0.03,0.0,0.12,0.14,4
64mvne,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.27,6
64mzou,0.15,0.0,0.0,0.05,0.0,0.11,0.0,0.13,0.56,0.0,8
64ndf7,0.36,0.06,0.0,0.31,0.0,0.0,0.0,0.01,0.0,0.26,0
64nr6t,0.01,0.01,0.24,0.01,0.22,0.01,0.01,0.01,0.13,0.37,9
64o808,0.0,0.0,0.14,0.0,0.55,0.09,0.0,0.0,0.0,0.21,4
64rghd,0.0,0.0,0.0,0.08,0.59,0.0,0.05,0.0,0.27,0.0,4
64trbx,0.08,0.0,0.0,0.37,0.21,0.15,0.0,0.0,0.18,0.0,3
64v588,0.06,0.0,0.0,0.2,0.29,0.0,0.14,0.0,0.13,0.17,4
64yin7,0.13,0.16,0.0,0.0,0.16,0.0,0.0,0.54,0.0,0.0,7
64zeiq,0.0,0.0,0.0,0.0,0.0,0.26,0.14,0.0,0.57,0.0,8
6510ze,0.0,0.0,0.17,0.14,0.17,0.0,0.0,0.34,0.17,0.0,7
653i4k,0.0,0.0,0.0,0.0,0.84,0.0,0.07,0.0,0.0,0.08,4
656eib,0.0,0.0,0.32,0.36,0.0,0.0,0.0,0.0,0.29,0.0,3
657v7v,0.22,0.01,0.01,0.11,0.21,0.0,0.0,0.0,0.38,0.06,8
65982o,0.27,0.04,0.0,0.29,0.0,0.21,0.0,0.18,0.0,0.0,3
659ece,0.05,0.2,0.0,0.19,0.14,0.1,0.0,0.0,0.25,0.08,8
65cqfk,0.0,0.0,0.12,0.2,0.42,0.0,0.0,0.0,0.0,0.25,4
65fnf8,0.2,0.0,0.0,0.27,0.23,0.0,0.0,0.0,0.19,0.1,3
65gzln,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.49,6
65hiew,0.1,0.0,0.12,0.4,0.36,0.0,0.0,0.0,0.0,0.0,3
65jwrf,0.21,0.0,0.26,0.24,0.0,0.03,0.0,0.18,0.08,0.0,2
65l6lp,0.32,0.0,0.0,0.09,0.31,0.0,0.03,0.0,0.25,0.0,0
65ysci,0.0,0.0,0.0,0.0,0.14,0.0,0.1,0.0,0.75,0.0,8
665mia,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.07,0.65,0.1,8
665unt,0.0,0.0,0.04,0.12,0.62,0.0,0.0,0.0,0.0,0.2,4
666a8l,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.58,0.27,8
666kiq,0.52,0.06,0.12,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0
666ot6,0.04,0.03,0.0,0.0,0.28,0.0,0.07,0.12,0.13,0.33,9
66763y,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.75,9
66cas5,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.09,0.0,6
66edvv,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
66ef5f,0.0,0.0,0.0,0.44,0.08,0.19,0.0,0.0,0.22,0.06,3
66ekac,0.07,0.02,0.13,0.25,0.0,0.0,0.0,0.0,0.53,0.0,8
66f3v9,0.17,0.0,0.13,0.0,0.15,0.0,0.0,0.0,0.07,0.47,9
66hsyc,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.93,0.0,0.0,7
66i30j,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0
66i9u3,0.0,0.0,0.15,0.53,0.16,0.0,0.0,0.0,0.0,0.16,3
66j4ez,0.27,0.01,0.01,0.01,0.01,0.01,0.65,0.01,0.01,0.01,6
66l4d5,0.45,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.25,0.16,0
66m3vn,0.0,0.0,0.0,0.0,0.46,0.0,0.07,0.1,0.11,0.26,4
66ndhr,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.42,0.01,3
66px18,0.0,0.4,0.0,0.24,0.0,0.0,0.17,0.0,0.0,0.17,1
66q0jj,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.62,0.01,8
66sdaq,0.38,0.0,0.16,0.11,0.0,0.0,0.11,0.0,0.0,0.23,0
66sn7t,0.3,0.06,0.0,0.06,0.0,0.0,0.06,0.37,0.0,0.15,7
66th7y,0.0,0.0,0.17,0.26,0.56,0.0,0.0,0.0,0.0,0.0,4
66xp0t,0.0,0.1,0.07,0.42,0.18,0.0,0.0,0.0,0.0,0.23,3
6710nc,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,8
672oaf,0.01,0.01,0.63,0.21,0.01,0.1,0.01,0.01,0.01,0.01,2
675pmb,0.0,0.0,0.0,0.2,0.0,0.0,0.61,0.0,0.17,0.0,6
6779sj,0.31,0.05,0.0,0.0,0.0,0.0,0.0,0.23,0.4,0.0,8
678mpy,0.12,0.0,0.13,0.3,0.0,0.17,0.0,0.0,0.27,0.0,3
6790h9,0.0,0.14,0.03,0.1,0.59,0.0,0.0,0.0,0.0,0.13,4
67a0xa,0.41,0.2,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0
67b0cf,0.0,0.52,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1
67b8w4,0.06,0.13,0.0,0.0,0.45,0.19,0.0,0.0,0.0,0.17,4
67f8ni,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,1
67fuzw,0.03,0.13,0.04,0.0,0.5,0.0,0.09,0.0,0.0,0.22,4
67g5mv,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.44,0.17,8
67gwm1,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.28,0.46,9
67lk9p,0.0,0.09,0.06,0.0,0.6,0.02,0.0,0.0,0.0,0.23,4
67mh6h,0.0,0.0,0.0,0.23,0.0,0.48,0.0,0.0,0.28,0.0,5
67najg,0.27,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.2,0.14,0
67odqx,0.25,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.39,9
67odzc,0.15,0.07,0.12,0.0,0.0,0.14,0.02,0.03,0.4,0.07,8
67os9k,0.0,0.19,0.28,0.14,0.18,0.0,0.2,0.0,0.0,0.0,2
67q0xk,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
67rt3c,0.26,0.0,0.24,0.0,0.0,0.0,0.0,0.1,0.0,0.38,9
67suqn,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.46,9
67xi7a,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.58,0.15,8
67y4ry,0.17,0.0,0.11,0.14,0.0,0.42,0.0,0.0,0.0,0.15,5
67zks9,0.0,0.0,0.38,0.0,0.16,0.0,0.45,0.0,0.0,0.0,6
67zqrw,0.0,0.0,0.0,0.2,0.48,0.0,0.0,0.0,0.0,0.3,4
680e8j,0.13,0.55,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1
682wdz,0.0,0.0,0.0,0.15,0.0,0.52,0.0,0.0,0.31,0.0,5
683hr5,0.13,0.0,0.0,0.29,0.22,0.07,0.12,0.0,0.17,0.0,3
684jog,0.0,0.0,0.11,0.6,0.26,0.0,0.0,0.0,0.0,0.0,3
6856tp,0.57,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0
685b0k,0.0,0.07,0.0,0.13,0.23,0.1,0.0,0.0,0.16,0.31,9
685bu8,0.06,0.0,0.2,0.29,0.3,0.0,0.0,0.0,0.13,0.0,4
686tbx,0.0,0.0,0.0,0.16,0.62,0.0,0.09,0.0,0.0,0.13,4
68akxg,0.41,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0
68c8gg,0.13,0.0,0.0,0.0,0.0,0.16,0.0,0.4,0.2,0.11,7
68cngl,0.0,0.0,0.0,0.15,0.0,0.32,0.35,0.0,0.0,0.15,6
68o7ss,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.22,0.0,2
68oaa3,0.04,0.0,0.0,0.24,0.18,0.0,0.0,0.0,0.09,0.45,9
68orji,0.0,0.0,0.0,0.0,0.19,0.0,0.18,0.37,0.0,0.27,7
68owlm,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.0,0.0,4
68pipc,0.0,0.11,0.0,0.13,0.3,0.0,0.0,0.0,0.45,0.0,8
68tfjx,0.0,0.0,0.0,0.24,0.42,0.17,0.16,0.0,0.0,0.0,4
68ua8r,0.0,0.0,0.24,0.0,0.35,0.0,0.0,0.0,0.0,0.38,9
68ue5b,0.33,0.0,0.0,0.0,0.51,0.0,0.0,0.05,0.1,0.0,4
68vdjt,0.62,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0
68xq0z,0.0,0.0,0.0,0.28,0.38,0.0,0.0,0.0,0.32,0.0,4
68y0lp,0.27,0.01,0.01,0.11,0.34,0.01,0.01,0.01,0.25,0.01,4
690ihn,0.08,0.0,0.0,0.15,0.0,0.0,0.1,0.31,0.09,0.26,7
691ra4,0.04,0.51,0.0,0.11,0.0,0.0,0.13,0.0,0.21,0.0,1
692bzd,0.0,0.0,0.32,0.0,0.1,0.21,0.0,0.0,0.36,0.0,8
692v22,0.6,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0
693132,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37,1
6942yx,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
694j1f,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,4
694xvm,0.14,0.0,0.0,0.19,0.0,0.0,0.0,0.21,0.19,0.26,9
697zrp,0.01,0.01,0.26,0.11,0.58,0.01,0.01,0.01,0.01,0.01,4
69879d,0.0,0.0,0.0,0.0,0.43,0.0,0.49,0.0,0.0,0.06,6
698iwz,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.22,0.48,0.08,8
69at0j,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.46,0.01,3
69bctf,0.0,0.18,0.0,0.0,0.31,0.0,0.28,0.0,0.18,0.04,4
69cn3b,0.0,0.0,0.0,0.0,0.24,0.28,0.0,0.0,0.0,0.47,9
69eaia,0.0,0.0,0.14,0.0,0.14,0.0,0.38,0.0,0.0,0.34,6
69fvm5,0.1,0.0,0.0,0.11,0.06,0.15,0.0,0.09,0.04,0.45,9
69ii1g,0.01,0.01,0.01,0.01,0.01,0.28,0.61,0.01,0.01,0.01,6
69lbtv,0.01,0.66,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,1
69m0ll,0.0,0.0,0.0,0.32,0.0,0.38,0.11,0.0,0.17,0.0,5
69mgix,0.0,0.0,0.0,0.38,0.22,0.0,0.0,0.0,0.37,0.0,3
69pj21,0.74,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0
69pvq1,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.0,0.13,0.6,9
69qc4d,0.08,0.04,0.0,0.0,0.38,0.04,0.0,0.41,0.0,0.03,7
6a2x2p,0.01,0.0,0.0,0.2,0.29,0.0,0.0,0.32,0.07,0.1,7
6a67k2,0.1,0.0,0.0,0.0,0.27,0.0,0.1,0.24,0.2,0.08,4
6a7a8x,0.0,0.08,0.0,0.0,0.38,0.0,0.22,0.0,0.09,0.22,4
6a90b5,0.0,0.0,0.11,0.0,0.14,0.07,0.0,0.0,0.38,0.3,8
6a9izn,0.01,0.3,0.6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
6advdv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.6,0.0,8
6aegsj,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.38,0.0,0.37,7
6afffd,0.25,0.03,0.03,0.19,0.22,0.0,0.0,0.06,0.22,0.0,0
6afowq,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.39,0.03,0.41,9
6aggl3,0.06,0.0,0.05,0.04,0.0,0.15,0.0,0.28,0.42,0.0,8
6ah8s3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.58,0.0,8
6amr2g,0.07,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.23,0.26,9
6amwxv,0.0,0.05,0.02,0.0,0.29,0.1,0.1,0.06,0.0,0.37,9
6aof9s,0.0,0.1,0.0,0.16,0.0,0.0,0.29,0.45,0.0,0.0,7
6aq5c0,0.02,0.18,0.0,0.0,0.63,0.03,0.0,0.0,0.14,0.0,4
6aq5gz,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.25,6
6aud99,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.46,0.04,0.42,7
6auih2,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.44,6
6avh3w,0.0,0.04,0.13,0.0,0.42,0.07,0.34,0.0,0.0,0.0,4
6b0x5v,0.0,0.21,0.0,0.27,0.16,0.0,0.0,0.0,0.17,0.19,3
6b4487,0.0,0.2,0.2,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3
6b5d7c,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.08,0.01,0.01,2
6b787i,0.27,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.63,0.0,8
6bbkl5,0.23,0.0,0.11,0.35,0.0,0.0,0.0,0.0,0.0,0.3,3
6bc6o4,0.49,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.13,0
6bdj31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,7
6beo7m,0.13,0.18,0.09,0.21,0.0,0.0,0.17,0.0,0.0,0.21,3
6bfqnn,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.37,0.0,0.29,7
6bfw15,0.15,0.0,0.0,0.36,0.0,0.14,0.0,0.0,0.34,0.0,3
6bhj2b,0.0,0.0,0.0,0.07,0.9,0.0,0.0,0.0,0.0,0.0,4
6bjeeb,0.0,0.37,0.09,0.14,0.0,0.0,0.0,0.29,0.0,0.09,1
6blpe7,0.08,0.28,0.0,0.0,0.29,0.15,0.0,0.0,0.2,0.0,4
6bqn38,0.35,0.13,0.0,0.06,0.24,0.0,0.0,0.22,0.0,0.0,0
6bs73i,0.0,0.0,0.0,0.2,0.77,0.0,0.0,0.0,0.0,0.0,4
6bsw2l,0.0,0.03,0.0,0.33,0.15,0.0,0.0,0.42,0.0,0.06,7
6bsxy9,0.0,0.15,0.0,0.15,0.0,0.06,0.08,0.0,0.0,0.54,9
6btaz6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,8
6bw5vh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.1,0.43,7
6bz64e,0.0,0.09,0.0,0.21,0.26,0.0,0.08,0.13,0.0,0.24,4
6c14p3,0.0,0.31,0.04,0.63,0.0,0.0,0.0,0.0,0.0,0.0,3
6c56m6,0.33,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.48,9
6c5d9m,0.17,0.11,0.0,0.05,0.29,0.0,0.0,0.1,0.0,0.27,4
6c5mig,0.19,0.01,0.44,0.3,0.01,0.01,0.01,0.01,0.01,0.01,2
6c6uar,0.14,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.11,0.51,9
6cbs2k,0.64,0.02,0.02,0.02,0.02,0.02,0.02,0.23,0.02,0.02,0
6ce0o0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.33,7
6cjnqf,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0
6cl6fa,0.0,0.23,0.0,0.07,0.0,0.02,0.09,0.16,0.34,0.08,8
6clsxs,0.0,0.0,0.12,0.28,0.0,0.0,0.0,0.0,0.24,0.34,9
6cmfj5,0.33,0.0,0.0,0.0,0.21,0.02,0.14,0.0,0.25,0.05,0
6cq53m,0.0,0.0,0.0,0.41,0.0,0.0,0.34,0.0,0.0,0.23,3
6cr3ap,0.0,0.0,0.0,0.16,0.38,0.43,0.0,0.0,0.0,0.0,5
6csc82,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.11,0
6csnis,0.01,0.01,0.01,0.34,0.27,0.01,0.01,0.35,0.01,0.01,7
6cy5bh,0.0,0.13,0.09,0.0,0.0,0.0,0.0,0.53,0.24,0.0,7
6cyqc4,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.33,0.0,0.49,9
6cz8lb,0.0,0.0,0.0,0.0,0.0,0.13,0.29,0.33,0.0,0.23,7
6d3kng,0.51,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.22,0
6d4htt,0.29,0.02,0.0,0.17,0.13,0.0,0.0,0.0,0.18,0.2,0
6d5kkr,0.0,0.0,0.0,0.46,0.0,0.0,0.28,0.0,0.0,0.24,3
6d61r3,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.37,0.16,0.23,7
6d6f2f,0.31,0.0,0.02,0.09,0.06,0.0,0.0,0.22,0.25,0.04,0
6d8a1h,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,9
6d96k5,0.0,0.09,0.0,0.0,0.0,0.0,0.35,0.55,0.0,0.0,7
6dcdb8,0.06,0.0,0.0,0.05,0.38,0.08,0.0,0.18,0.0,0.24,4
6dlmxu,0.01,0.22,0.15,0.01,0.01,0.28,0.31,0.01,0.01,0.01,6
6dnvf6,0.2,0.03,0.0,0.03,0.54,0.11,0.0,0.05,0.0,0.05,4
6doe5t,0.01,0.01,0.01,0.01,0.01,0.41,0.55,0.01,0.01,0.01,6
6dpyfr,0.08,0.47,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.01,1
6dpz85,0.06,0.0,0.26,0.22,0.0,0.09,0.0,0.19,0.17,0.0,2
6dz7j7,0.5,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0
6dzvtd,0.06,0.0,0.09,0.61,0.0,0.0,0.06,0.0,0.0,0.17,3
6e0znl,0.0,0.0,0.08,0.43,0.0,0.0,0.11,0.0,0.21,0.16,3
6e1ofb,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.86,9
6e3lxg,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.31,0.0,6
6e4e2h,0.0,0.0,0.0,0.23,0.53,0.0,0.22,0.0,0.0,0.0,4
6e7f8f,0.0,0.0,0.0,0.12,0.37,0.02,0.0,0.44,0.0,0.05,7
6e856h,0.29,0.0,0.24,0.0,0.0,0.14,0.0,0.33,0.0,0.0,7
6e8whw,0.26,0.0,0.03,0.0,0.0,0.0,0.0,0.38,0.1,0.23,7
6ec0p6,0.0,0.0,0.17,0.42,0.31,0.0,0.0,0.08,0.0,0.0,3
6el04f,0.04,0.02,0.0,0.3,0.33,0.0,0.0,0.16,0.1,0.04,4
6equie,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.42,0.0,0.37,7
6et10m,0.1,0.0,0.0,0.0,0.57,0.01,0.0,0.0,0.25,0.06,4
6exomv,0.36,0.0,0.0,0.06,0.31,0.15,0.04,0.07,0.0,0.0,0
6eyh8y,0.0,0.25,0.05,0.0,0.33,0.05,0.17,0.0,0.14,0.0,4
6ezeqw,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.26,0.23,0
6f00pk,0.07,0.14,0.0,0.17,0.0,0.11,0.26,0.0,0.15,0.09,6
6f0dym,0.44,0.0,0.17,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0
6f2oqj,0.45,0.0,0.0,0.39,0.0,0.15,0.0,0.0,0.0,0.0,0
6f7tbm,0.0,0.07,0.0,0.11,0.13,0.0,0.32,0.0,0.0,0.36,9
6f8hgy,0.48,0.0,0.0,0.17,0.06,0.0,0.0,0.19,0.08,0.0,0
6ffcve,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.4,0.42,9
6fg7e2,0.19,0.05,0.03,0.0,0.18,0.0,0.09,0.0,0.14,0.33,9
6fgera,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.48,0.0,0.0,7
6fhlsm,0.0,0.35,0.09,0.14,0.0,0.0,0.41,0.0,0.0,0.0,6
6fhvbo,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.11,1
6fji6r,0.37,0.0,0.0,0.14,0.08,0.22,0.08,0.0,0.0,0.1,0
6fjxl1,0.0,0.0,0.11,0.0,0.0,0.08,0.0,0.17,0.0,0.62,9
6fks8a,0.0,0.09,0.0,0.0,0.14,0.0,0.43,0.0,0.0,0.33,6
6fqq18,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.76,9
6fwkuz,0.19,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.52,0.0,8
6fxvdn,0.01,0.01,0.62,0.29,0.01,0.01,0.01,0.01,0.01,0.01,2
6g0ucm,0.0,0.09,0.0,0.18,0.36,0.0,0.0,0.28,0.08,0.0,4
6g2awt,0.23,0.07,0.04,0.0,0.09,0.07,0.13,0.37,0.0,0.0,7
6g3i6r,0.0,0.0,0.05,0.25,0.16,0.14,0.03,0.14,0.13,0.1,3
6g3rha,0.0,0.0,0.14,0.0,0.0,0.0,0.27,0.0,0.0,0.58,9
6g5kbp,0.03,0.06,0.16,0.0,0.35,0.0,0.0,0.1,0.04,0.26,4
6g8a2n,0.08,0.0,0.33,0.07,0.35,0.0,0.0,0.0,0.0,0.16,4
6ganon,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.27,0
6gd07s,0.05,0.07,0.16,0.0,0.14,0.0,0.1,0.0,0.24,0.23,8
6gjq17,0.17,0.0,0.0,0.09,0.22,0.03,0.06,0.24,0.11,0.09,7
6gme3f,0.0,0.0,0.11,0.1,0.0,0.07,0.18,0.0,0.0,0.53,9
6gmm9o,0.0,0.13,0.0,0.36,0.0,0.0,0.49,0.0,0.0,0.0,6
6gobxc,0.06,0.0,0.0,0.0,0.54,0.0,0.03,0.0,0.05,0.33,4
6gon1l,0.0,0.1,0.0,0.0,0.17,0.0,0.0,0.0,0.25,0.45,9
6gphsb,0.0,0.11,0.03,0.28,0.0,0.0,0.1,0.48,0.0,0.0,7
6gpxwj,0.07,0.0,0.1,0.73,0.0,0.0,0.08,0.0,0.0,0.0,3
6gsv8o,0.19,0.0,0.0,0.12,0.28,0.0,0.0,0.0,0.11,0.28,4
6gu382,0.0,0.36,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.38,9
6gw0rk,0.2,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.45,9
6gyv4i,0.06,0.08,0.0,0.0,0.15,0.0,0.12,0.57,0.0,0.0,7
6gzs87,0.0,0.0,0.15,0.59,0.24,0.0,0.0,0.0,0.0,0.0,3
6h06bx,0.14,0.0,0.0,0.0,0.23,0.0,0.0,0.44,0.0,0.18,7
6h161b,0.49,0.0,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.17,0
6h35do,0.0,0.0,0.0,0.0,0.22,0.09,0.0,0.05,0.0,0.64,9
6h3b5n,0.17,0.37,0.0,0.0,0.0,0.0,0.25,0.0,0.11,0.1,1
6h9i60,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
6hczuj,0.34,0.0,0.0,0.0,0.52,0.0,0.12,0.0,0.0,0.0,4
6hec84,0.0,0.0,0.13,0.0,0.28,0.0,0.31,0.0,0.0,0.26,6
6hfjpd,0.0,0.0,0.17,0.0,0.49,0.0,0.0,0.33,0.0,0.0,4
