,t0 cyst,t1 get,t2 help,t3 symptom,t4 control,t5 eat,t6 pelvic,t7 sex,t8 iud,t9 back,t10 surgery,t11 endometriosis,t12 amp,t13 flare,t14 nausea,t15 like,t16 nt,t17 period,t18 appointment,t19 doctor,dominant_topic
gm87gg,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.14,15
gm8bv5,0.0,0.0,0.0,0.36,0.11,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.05,0.08,0.2,3
gm9q18,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
gmcdy4,0.06,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.06,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.34,19
gmcvx5,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.22,0.0,3
gmfeiv,0.0,0.0,0.18,0.0,0.1,0.0,0.06,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.15,0.0,0.0,15
gmffk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.18,0.09,0.16,0.0,0.0,0.11,0.0,0.0,8
gmfgir,0.0,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,15
gmfgxa,0.09,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,15
gmfp35,0.0,0.0,0.0,0.14,0.08,0.12,0.02,0.0,0.0,0.0,0.02,0.0,0.14,0.13,0.05,0.09,0.06,0.13,0.02,0.0,3
gmgd6e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.37,0.0,0.0,15
gmgmm5,0.33,0.17,0.0,0.26,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0
gmhc4f,0.02,0.0,0.16,0.2,0.08,0.06,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.02,0.27,0.0,0.0,0.0,0.11,15
gmhfka,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.61,0.0,0.0,0.0,0.0,15
gmn1jh,0.01,0.0,0.0,0.18,0.3,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.04,0.04,0.11,0.14,0.02,0.08,4
gmn7u0,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.16,0.0,0.0,12
gmq9bu,0.04,0.03,0.06,0.15,0.19,0.01,0.01,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.04,0.04,0.32,19
gmrd22,0.08,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.0,0.0,0.0,0.0,8
gmrizy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0.0,0.16,16
gmrphi,0.0,0.0,0.33,0.13,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,2
gmsxrk,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.24,0.0,0.12,17
gmvc7i,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,15
gmx44n,0.19,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.52,0.0,0.06,0.0,0.08,15
gmxe7v,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.06,0.29,0.0,0.16,0.0,0.23,15
gmxpwx,0.01,0.01,0.01,0.17,0.01,0.01,0.2,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
gmy6lp,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.21,0.09,0.1,0.0,0.0,0.0,0.02,0.13,0.14,0.09,0.1,0.05,8
gmz139,0.06,0.0,0.07,0.0,0.0,0.0,0.01,0.06,0.0,0.1,0.07,0.07,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.11,16
gmz449,0.0,0.0,0.0,0.05,0.03,0.0,0.01,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.0,0.39,19
gn2f6k,0.0,0.08,0.0,0.0,0.17,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.03,0.13,0.41,0.0,0.04,0.0,0.0,15
gn2gvf,0.15,0.0,0.41,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
gn2smu,0.0,0.0,0.62,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
gn3cyn,0.11,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.1,15
gn4xpk,0.0,0.07,0.14,0.22,0.32,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
gn7b8e,0.07,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.38,0.0,0.0,17
gn9e8t,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.16,0.01,14
gnarcv,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.4,0.0,0.16,0.0,0.28,15
gnejwf,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0
gnet2j,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.17,0.0,0.08,0.0,0.06,0.34,0.0,0.0,0.0,16
gnf0un,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.07,0.0,0.0,0.0,0.16,0.0,0.0,0.46,19
gng81i,0.01,0.01,0.01,0.01,0.65,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
gnghpo,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.0,0.0,0.04,0.0,0.19,0.27,0.0,0.0,2
gnhkpe,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.32,0.33,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
gnjbpi,0.15,0.02,0.08,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.12,15
gnkoz7,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,15
gnkpzy,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.33,0.12,0.0,0.0,0.21,15
gnl62l,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.31,0.18,0.0,0.0,0.23,15
gnlt4v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.06,0.0,0.0,0.0,0.36,0.0,0.0,0.0,10
gnmqpb,0.0,0.0,0.21,0.09,0.07,0.02,0.0,0.0,0.22,0.0,0.02,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.09,8
gnn3oy,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,19
gno2tp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.08,0.0,0.0,0.53,0.07,0.0,0.0,0.0,15
gns73n,0.0,0.0,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.41,0.0,0.0,0.0,0.0,15
gnuc8c,0.01,0.0,0.0,0.0,0.04,0.01,0.0,0.05,0.0,0.24,0.12,0.0,0.0,0.0,0.04,0.24,0.0,0.06,0.01,0.16,9
gnwapx,0.0,0.0,0.12,0.12,0.18,0.0,0.0,0.03,0.11,0.05,0.06,0.0,0.03,0.05,0.0,0.0,0.07,0.19,0.0,0.0,17
gny3bg,0.0,0.0,0.03,0.0,0.02,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.29,0.35,0.03,0.0,0.09,16
gny4vb,0.07,0.0,0.13,0.1,0.0,0.28,0.03,0.06,0.27,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5
gnyaw5,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.37,0.0,0.08,0.24,16
gnyuwd,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.47,0.24,0.0,0.0,16
gnyxev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.19,0.0,0.0,0.15,0.0,0.0,0.33,0.0,0.0,0.0,0.0,15
gnzpgj,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.32,19
go0a8u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.43,0.41,0.07,0.0,0.0,15
go1sbj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.12,0.0,0.0,0.04,0.0,0.15,0.14,0.25,0.0,0.0,17
go65lc,0.0,0.0,0.26,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,15
go7n3v,0.25,0.04,0.0,0.0,0.35,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,4
go7une,0.0,0.09,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.14,0.0,17
go7vrv,0.0,0.0,0.0,0.09,0.36,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.09,0.11,4
go9v1s,0.0,0.0,0.16,0.0,0.4,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,4
gob8in,0.0,0.0,0.0,0.12,0.0,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.06,0.0,0.27,0.0,0.0,0.0,16
goba8e,0.06,0.25,0.0,0.0,0.0,0.0,0.08,0.36,0.0,0.0,0.0,0.09,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,7
gobvtf,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.24,0.0,2
gocufm,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.15,0.0,0.0,14
goe7vr,0.05,0.04,0.31,0.0,0.0,0.04,0.17,0.2,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
gof2ia,0.13,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.21,0.15,0.0,0.0,10
goh5mk,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.45,19
goig7j,0.19,0.11,0.0,0.0,0.07,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.15,0
goivnu,0.0,0.19,0.21,0.0,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.26,0.15,0.0,0.0,16
gojtma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.08,0.41,19
gokkhu,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.13,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,16
golq87,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.06,0.0,0.0,0.51,0.0,0.0,0.0,0.0,15
gom608,0.06,0.0,0.0,0.0,0.0,0.02,0.16,0.15,0.0,0.03,0.0,0.0,0.03,0.01,0.1,0.15,0.0,0.28,0.0,0.0,17
gomh86,0.25,0.12,0.0,0.0,0.0,0.03,0.0,0.08,0.09,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.04,0.0,0
gomtlu,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.11,0.23,0.0,15
gon9sa,0.32,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
gootd5,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.07,0.0,0.1,0.0,0.0,0.07,0.0,0.0,0.16,0.29,0.0,0.0,0.27,16
gop1he,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,19
gopyhs,0.26,0.07,0.0,0.0,0.25,0.0,0.05,0.0,0.17,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0
goqgih,0.0,0.16,0.14,0.0,0.0,0.24,0.0,0.0,0.23,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
goqiwm,0.0,0.37,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,1
got9s8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.55,0.0,0.0,0.31,16
gousog,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
gouuwg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.6,19
gouvoj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,7
govt42,0.34,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.12,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0
gowakn,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,16
goxmsy,0.0,0.0,0.21,0.0,0.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.0,0.0,5
goyb7p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.45,0.0,0.0,0.0,0.0,15
goye1g,0.15,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.08,0.0,0.0,0.07,0.0,0.18,0.0,3
goyquk,0.0,0.0,0.23,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.03,0.02,0.0,0.45,0.0,0.07,0.12,0.0,15
gp2sd1,0.0,0.0,0.12,0.0,0.07,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,15
gp470m,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.19,0.2,0.18,0.09,0.0,16
gp49yg,0.0,0.08,0.13,0.0,0.03,0.0,0.07,0.0,0.02,0.21,0.0,0.0,0.0,0.03,0.06,0.17,0.1,0.1,0.0,0.0,9
gp6837,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.14,0.14,0.0,0.0,4
gp6jnb,0.0,0.05,0.0,0.35,0.0,0.0,0.07,0.0,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,3
gp79tw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.18,0.66,19
gp8izf,0.01,0.0,0.0,0.07,0.17,0.01,0.02,0.0,0.02,0.21,0.0,0.06,0.04,0.0,0.01,0.02,0.13,0.09,0.0,0.13,9
gp8lhq,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,10
gpa2g3,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.37,0.16,0.0,0.0,16
gpa3t9,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.06,0.19,0.0,0.14,0.03,0.07,0.01,0.0,0.0,0.0,0.07,0.03,4
gpcdpw,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.12,0.62,0.0,0.0,0.0,0.0,15
gpgkk7,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.17,17
gpgp3n,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,16
gpgq6u,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.17,0.36,0.29,0.0,0.0,16
gpifdg,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.11,15
gpipjw,0.0,0.03,0.15,0.07,0.45,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
gpj7i6,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.62,0.0,0.0,0.0,0.0,15
gpjq29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.0,0.0,0.0,0.06,0.0,0.26,0.44,0.0,0.0,0.0,16
gpjyze,0.22,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.03,0.06,0.0,0.39,0.0,0.08,17
gpkkh7,0.03,0.0,0.0,0.07,0.02,0.02,0.01,0.04,0.0,0.28,0.0,0.0,0.0,0.03,0.0,0.18,0.07,0.2,0.0,0.05,9
gpl1ai,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.22,0.0,0.0,0.0,0.0,3
gpq4ls,0.0,0.0,0.04,0.09,0.0,0.0,0.02,0.01,0.17,0.08,0.21,0.06,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.19,10
gpr01a,0.0,0.0,0.12,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.06,0.0,0.0,0.49,0.14,0.0,17
gpsnmv,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
gptqs7,0.01,0.01,0.51,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
gpttgn,0.07,0.11,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.1,0.04,0.06,0.0,0.0,0.0,0.0,0.31,0.06,0.03,0.15,16
gpuwtw,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.0,0.52,0.0,0.22,0.0,0.0,15
gpwf9m,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,15
gq2s7f,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.35,0.0,0.12,0.0,0.05,0.1,0.0,0.0,0.2,0.06,0.0,0.0,8
gq2ylz,0.04,0.02,0.0,0.01,0.0,0.01,0.02,0.11,0.13,0.0,0.03,0.04,0.0,0.0,0.0,0.23,0.0,0.08,0.0,0.27,19
gq3dxr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.17,0.16,0.0,0.06,0.0,0.0,0.06,0.07,9
gq499n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.11,0.0,0.0,0.35,0.0,0.06,0.0,9
gq5yc9,0.0,0.0,0.0,0.09,0.0,0.16,0.01,0.03,0.0,0.04,0.0,0.13,0.0,0.02,0.0,0.0,0.28,0.0,0.0,0.23,16
gq6yix,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.26,0.0,0.04,0.12,3
gqactw,0.0,0.0,0.0,0.09,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.46,0.0,0.0,0.03,0.11,15
gqc6uz,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.16,0.0,0.05,0.22,4
gqcrj7,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.36,0.02,0.0,0.0,0.03,0.0,0.0,0.12,0.03,0.09,0.17,9
gqcrox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.22,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,8
gqd0xh,0.0,0.05,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.14,0.0,0.16,4
gqlh57,0.0,0.0,0.36,0.07,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.13,0.0,0.0,0.0,0.0,2
gqm9ey,0.0,0.13,0.0,0.0,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.0,0.0,0.25,0.0,0.0,0.0,16
gqmd6w,0.0,0.0,0.0,0.15,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.64,0.0,0.0,0.0,0.08,15
gqob0f,0.0,0.06,0.0,0.14,0.0,0.04,0.03,0.0,0.0,0.01,0.0,0.09,0.0,0.0,0.05,0.33,0.14,0.1,0.0,0.0,15
gqqwqo,0.26,0.11,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.0,0.25,0.0,0.0,0
gqr9db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.11,0.04,0.53,0.0,0.0,0.0,0.0,15
gqs4gz,0.0,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.03,0.0,0.45,0.04,0.05,0.02,16
gqsmfx,0.02,0.0,0.23,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,4
gqt5cl,0.0,0.0,0.21,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,2
gquenu,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,15
gqun2a,0.0,0.0,0.15,0.24,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.47,19
gqx0yl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.0,0.13,0.67,0.0,0.0,0.0,0.0,15
gqx4ad,0.24,0.0,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2
gqy96c,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.36,0.0,0.0,17
gr03gs,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
gr59cr,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.24,0.0,0.19,0.09,0.3,0.0,0.0,17
gr5jd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.31,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.07,12
gr6mcp,0.0,0.0,0.0,0.09,0.0,0.03,0.07,0.0,0.0,0.28,0.05,0.07,0.0,0.0,0.06,0.16,0.0,0.2,0.0,0.0,9
grazcu,0.05,0.0,0.0,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,17
grbwuu,0.15,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.27,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.25,0.0,0.11,0.15,8
grj1ha,0.03,0.1,0.0,0.0,0.13,0.0,0.01,0.06,0.01,0.0,0.0,0.05,0.04,0.0,0.0,0.16,0.09,0.1,0.0,0.21,19
