,t0 didn,t1 day,t2 surgery,t3 symptom,t4 nt,t5 control,t6 amp,t7 cyst,t8 period,t9 doctor,dominant_topic
j0yec1,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,0.01,0.34,5
j0z3dt,0.03,0.0,0.0,0.0,0.57,0.05,0.0,0.0,0.0,0.34,4
j0zb8w,0.07,0.06,0.0,0.11,0.28,0.0,0.0,0.1,0.37,0.0,8
j0zu9b,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.51,0.0,8
j10q91,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.72,0.0,8
j1177r,0.0,0.27,0.0,0.39,0.0,0.0,0.0,0.31,0.0,0.0,3
j118lv,0.11,0.0,0.2,0.66,0.0,0.0,0.0,0.0,0.0,0.0,3
j124xd,0.01,0.01,0.01,0.71,0.01,0.01,0.12,0.12,0.01,0.01,3
j12tqa,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,4
j130e7,0.0,0.0,0.09,0.0,0.27,0.12,0.0,0.0,0.36,0.15,8
j13fu7,0.0,0.37,0.0,0.45,0.07,0.11,0.0,0.0,0.0,0.0,3
j15fk5,0.03,0.0,0.23,0.21,0.0,0.04,0.0,0.0,0.29,0.19,8
j15m3o,0.0,0.18,0.67,0.0,0.0,0.0,0.04,0.0,0.1,0.0,2
j1603x,0.0,0.0,0.59,0.0,0.17,0.07,0.0,0.09,0.06,0.0,2
j166ee,0.0,0.07,0.0,0.65,0.0,0.0,0.0,0.0,0.27,0.0,3
j1crip,0.0,0.16,0.07,0.16,0.03,0.0,0.1,0.14,0.34,0.0,8
j1cs6e,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.27,0.0,0.0,2
j1ct2f,0.19,0.49,0.0,0.0,0.13,0.0,0.0,0.0,0.18,0.0,1
j1ejoq,0.03,0.0,0.0,0.21,0.0,0.31,0.0,0.09,0.35,0.0,8
j1jrqk,0.04,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.42,0.0,3
j1l2oz,0.0,0.0,0.41,0.0,0.0,0.0,0.04,0.0,0.0,0.53,9
j1lwyi,0.01,0.57,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.16,1
j1m995,0.03,0.0,0.12,0.0,0.0,0.0,0.0,0.56,0.27,0.0,7
j1mv33,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
j1nqn3,0.0,0.0,0.0,0.25,0.39,0.07,0.0,0.0,0.0,0.29,4
j1nr2a,0.0,0.0,0.52,0.0,0.27,0.0,0.0,0.0,0.0,0.2,2
j1p0hl,0.01,0.63,0.01,0.01,0.27,0.01,0.06,0.01,0.01,0.01,1
j1r3la,0.0,0.0,0.13,0.0,0.0,0.48,0.19,0.0,0.0,0.19,5
j1rmd0,0.23,0.0,0.0,0.0,0.58,0.17,0.0,0.0,0.0,0.0,4
j1sv65,0.03,0.0,0.23,0.32,0.1,0.0,0.1,0.0,0.0,0.21,3
j1tj8p,0.05,0.0,0.19,0.31,0.0,0.0,0.0,0.08,0.37,0.0,8
j1v96u,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.17,0.0,0.07,2
j1wryo,0.09,0.0,0.0,0.29,0.44,0.0,0.12,0.0,0.06,0.0,4
j1yevs,0.02,0.02,0.02,0.02,0.02,0.47,0.02,0.02,0.37,0.02,5
j1z0m4,0.0,0.0,0.55,0.2,0.08,0.0,0.0,0.15,0.0,0.0,2
j1zssy,0.0,0.0,0.33,0.04,0.0,0.37,0.0,0.0,0.07,0.19,5
j202fj,0.14,0.0,0.0,0.0,0.44,0.14,0.0,0.0,0.15,0.13,4
j20py3,0.0,0.0,0.0,0.0,0.35,0.16,0.19,0.0,0.11,0.19,4
j21isv,0.01,0.01,0.01,0.01,0.66,0.01,0.01,0.01,0.01,0.29,4
j22fec,0.0,0.11,0.13,0.0,0.0,0.26,0.0,0.0,0.33,0.15,8
j22zxt,0.0,0.0,0.07,0.0,0.27,0.3,0.02,0.12,0.22,0.0,5
j23jyk,0.0,0.63,0.27,0.0,0.07,0.0,0.0,0.02,0.0,0.0,1
j23x8s,0.0,0.11,0.24,0.07,0.31,0.07,0.04,0.0,0.0,0.15,4
j245pa,0.0,0.0,0.0,0.35,0.38,0.0,0.0,0.13,0.0,0.14,4
j27icx,0.0,0.51,0.0,0.0,0.2,0.19,0.09,0.0,0.0,0.0,1
j27w5e,0.0,0.24,0.24,0.1,0.0,0.0,0.0,0.06,0.0,0.34,9
j285g5,0.02,0.23,0.0,0.0,0.58,0.0,0.0,0.03,0.13,0.0,4
j28tch,0.0,0.0,0.22,0.0,0.19,0.57,0.0,0.0,0.0,0.0,5
j29f4v,0.07,0.0,0.41,0.0,0.0,0.0,0.0,0.51,0.0,0.0,7
j29gir,0.0,0.0,0.12,0.0,0.54,0.02,0.0,0.0,0.0,0.31,4
j29kzk,0.01,0.01,0.24,0.01,0.25,0.01,0.01,0.45,0.01,0.01,7
j2aj9z,0.1,0.0,0.71,0.0,0.16,0.0,0.0,0.0,0.0,0.0,2
j2b7ha,0.0,0.0,0.22,0.0,0.0,0.29,0.0,0.0,0.28,0.2,5
j2bmwo,0.03,0.25,0.04,0.23,0.0,0.07,0.06,0.0,0.0,0.31,9
j2c7mt,0.01,0.01,0.01,0.65,0.01,0.01,0.01,0.24,0.01,0.01,3
j2e5ms,0.02,0.09,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.48,9
j31kdj,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.32,2
j32uvu,0.17,0.33,0.01,0.01,0.35,0.01,0.12,0.01,0.01,0.01,4
j33dx6,0.0,0.41,0.27,0.0,0.1,0.21,0.0,0.0,0.0,0.0,1
j33gcs,0.0,0.0,0.17,0.0,0.16,0.4,0.0,0.0,0.0,0.27,5
j34w90,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,1
j35ldt,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.19,4
j36nc7,0.0,0.25,0.0,0.08,0.37,0.0,0.0,0.0,0.3,0.0,4
j37nwb,0.0,0.0,0.2,0.0,0.73,0.06,0.0,0.0,0.0,0.0,4
j38a82,0.01,0.01,0.01,0.53,0.01,0.01,0.42,0.01,0.01,0.01,3
j38c0g,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.72,9
j39vlf,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,0.0,0.18,5
j3bzwk,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.43,2
j3dpaj,0.1,0.37,0.35,0.01,0.01,0.01,0.01,0.01,0.15,0.01,1
j3egj9,0.05,0.0,0.44,0.0,0.37,0.0,0.0,0.0,0.0,0.12,2
j3ekaj,0.0,0.0,0.0,0.4,0.17,0.0,0.04,0.13,0.0,0.25,3
j3ekcu,0.03,0.28,0.0,0.0,0.2,0.1,0.0,0.0,0.38,0.0,8
j3f6jx,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.09,0.0,0.3,4
j3fil4,0.0,0.0,0.0,0.23,0.0,0.22,0.47,0.0,0.06,0.0,6
j3gpqs,0.25,0.01,0.16,0.52,0.01,0.01,0.01,0.01,0.01,0.01,3
j3gujq,0.0,0.0,0.14,0.2,0.27,0.37,0.0,0.0,0.0,0.0,5
j3h7wv,0.02,0.0,0.0,0.0,0.11,0.16,0.06,0.04,0.16,0.45,9
j3iz1d,0.03,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.52,0.16,8
j3krnr,0.01,0.74,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,1
j3kwkz,0.01,0.55,0.01,0.01,0.24,0.01,0.01,0.15,0.01,0.01,1
j3m5dl,0.03,0.0,0.0,0.18,0.41,0.0,0.0,0.0,0.09,0.29,4
j3nk5b,0.11,0.0,0.0,0.41,0.23,0.0,0.0,0.04,0.21,0.0,3
j3r7f4,0.0,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
j3s0th,0.0,0.0,0.43,0.0,0.56,0.0,0.0,0.0,0.0,0.0,4
j3ty9r,0.02,0.02,0.36,0.02,0.02,0.48,0.02,0.02,0.02,0.02,5
j3v7tf,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.8,0.0,8
j3wxqs,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
j3ye80,0.11,0.55,0.01,0.17,0.14,0.01,0.01,0.01,0.01,0.01,1
j3yqk7,0.0,0.0,0.31,0.0,0.42,0.0,0.0,0.13,0.0,0.12,4
j40spo,0.0,0.0,0.0,0.0,0.58,0.23,0.0,0.0,0.16,0.0,4
j40y5z,0.01,0.15,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.28,5
j40zww,0.0,0.05,0.0,0.0,0.51,0.03,0.0,0.0,0.4,0.0,4
j41a2v,0.0,0.0,0.14,0.0,0.54,0.0,0.0,0.0,0.14,0.18,4
j42ni3,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,4
j4506t,0.04,0.18,0.0,0.24,0.0,0.0,0.0,0.29,0.21,0.04,7
j45myc,0.04,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.41,0.0,2
j462jh,0.0,0.0,0.1,0.0,0.24,0.0,0.18,0.32,0.0,0.15,7
j47007,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
j47h58,0.0,0.25,0.0,0.11,0.0,0.0,0.0,0.06,0.57,0.0,8
j4co7k,0.0,0.0,0.14,0.0,0.32,0.0,0.0,0.13,0.27,0.12,4
j4e0y5,0.01,0.26,0.0,0.15,0.0,0.0,0.04,0.14,0.4,0.0,8
j4fl2e,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.72,0.12,8
j4i4ms,0.0,0.0,0.0,0.17,0.07,0.0,0.0,0.21,0.12,0.42,9
j4iatu,0.0,0.0,0.0,0.18,0.0,0.51,0.0,0.0,0.28,0.0,5
j4k6hs,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.24,0.0,0.27,2
j4kuf1,0.05,0.0,0.24,0.11,0.26,0.0,0.04,0.03,0.0,0.26,4
j4mvgc,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
j4oloa,0.0,0.03,0.0,0.0,0.41,0.0,0.06,0.04,0.22,0.24,4
j4pxnt,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,3
j4q415,0.01,0.01,0.01,0.01,0.72,0.01,0.01,0.22,0.01,0.01,4
j4qkxm,0.0,0.0,0.35,0.0,0.18,0.0,0.0,0.23,0.0,0.23,2
j4r8vf,0.06,0.21,0.0,0.0,0.0,0.65,0.06,0.0,0.0,0.0,5
j4rk6n,0.0,0.0,0.0,0.2,0.44,0.0,0.0,0.0,0.12,0.22,4
j4s8yt,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
j4tox7,0.0,0.33,0.0,0.0,0.29,0.0,0.0,0.04,0.32,0.0,1
j4xfdw,0.05,0.0,0.14,0.18,0.0,0.0,0.0,0.0,0.61,0.0,8
j4yfxl,0.0,0.0,0.3,0.0,0.52,0.0,0.0,0.0,0.0,0.17,4
j4yguh,0.06,0.41,0.33,0.07,0.0,0.0,0.0,0.07,0.06,0.0,1
j4z393,0.0,0.36,0.15,0.0,0.16,0.09,0.09,0.0,0.0,0.16,1
j4zbyv,0.0,0.0,0.33,0.0,0.21,0.0,0.06,0.13,0.12,0.14,2
j518jv,0.01,0.1,0.0,0.36,0.1,0.09,0.0,0.02,0.18,0.14,3
j51im7,0.02,0.0,0.0,0.0,0.25,0.07,0.02,0.09,0.29,0.26,8
j52xq6,0.06,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
j55kmh,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.05,0.0,0.0,2
j55zo8,0.02,0.06,0.53,0.21,0.0,0.0,0.0,0.07,0.11,0.0,2
j564cf,0.0,0.83,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1
j564xx,0.0,0.34,0.0,0.0,0.53,0.1,0.0,0.0,0.0,0.0,4
j577m8,0.0,0.39,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,4
j57ggu,0.03,0.26,0.0,0.18,0.0,0.0,0.0,0.0,0.52,0.0,8
j58gc8,0.07,0.01,0.45,0.45,0.01,0.01,0.01,0.01,0.01,0.01,2
j59fxz,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.24,0.0,0.4,9
j59pfg,0.06,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,1
j5bdxc,0.0,0.07,0.0,0.27,0.0,0.0,0.0,0.0,0.64,0.0,8
j5bf44,0.23,0.01,0.4,0.34,0.01,0.01,0.01,0.01,0.01,0.01,2
j5bhvg,0.0,0.26,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.17,5
j5c8pn,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
j5d824,0.0,0.08,0.19,0.39,0.32,0.0,0.0,0.0,0.0,0.0,3
j5le0a,0.0,0.0,0.38,0.11,0.19,0.2,0.0,0.11,0.0,0.0,2
j5luc5,0.08,0.0,0.32,0.0,0.14,0.2,0.0,0.0,0.25,0.0,2
j5nzvd,0.0,0.73,0.08,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
j5ok7l,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.65,9
j5pao6,0.0,0.19,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,4
j5phlm,0.0,0.0,0.0,0.27,0.34,0.22,0.0,0.0,0.0,0.17,4
j5qulc,0.0,0.0,0.24,0.0,0.15,0.4,0.0,0.0,0.0,0.2,5
j5r879,0.0,0.0,0.03,0.0,0.96,0.0,0.0,0.0,0.0,0.0,4
j5sg1w,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
j5vw0s,0.0,0.37,0.05,0.29,0.09,0.0,0.01,0.0,0.19,0.0,1
j5wt44,0.0,0.44,0.0,0.0,0.24,0.29,0.0,0.0,0.0,0.0,1
j5x8be,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08,0.5,0.0,8
j5y3wz,0.03,0.0,0.43,0.0,0.09,0.0,0.06,0.0,0.0,0.38,2
j60cyj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.1,8
j6223n,0.0,0.16,0.0,0.33,0.16,0.0,0.0,0.02,0.32,0.0,3
j62ap5,0.0,0.0,0.17,0.0,0.57,0.0,0.0,0.0,0.0,0.23,4
j62bli,0.0,0.0,0.28,0.0,0.0,0.33,0.0,0.0,0.25,0.12,5
j6407a,0.0,0.54,0.36,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1
j64ayo,0.0,0.0,0.29,0.0,0.16,0.06,0.0,0.29,0.0,0.19,2
j666tp,0.03,0.15,0.17,0.0,0.0,0.0,0.0,0.25,0.15,0.23,7
j668zx,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.38,9
j66de4,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.54,0.0,8
j686hb,0.0,0.63,0.08,0.19,0.03,0.0,0.0,0.0,0.0,0.07,1
j699yf,0.0,0.0,0.37,0.48,0.0,0.05,0.0,0.0,0.0,0.09,3
j6aali,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.62,0.0,8
j6cvqe,0.0,0.05,0.51,0.22,0.0,0.17,0.05,0.0,0.0,0.0,2
j6debs,0.0,0.16,0.38,0.44,0.0,0.0,0.0,0.0,0.0,0.0,3
j6gjxi,0.04,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.6,0.0,8
j6gmvb,0.0,0.51,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
j6guoa,0.0,0.0,0.0,0.24,0.0,0.05,0.0,0.0,0.47,0.24,8
j6h3qp,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
j6jbh2,0.0,0.0,0.26,0.38,0.13,0.0,0.0,0.0,0.0,0.2,3
j6k5o8,0.02,0.0,0.06,0.56,0.07,0.0,0.0,0.0,0.0,0.28,3
j6l09k,0.04,0.0,0.12,0.08,0.4,0.0,0.02,0.1,0.0,0.25,4
j6lw1f,0.0,0.0,0.56,0.43,0.0,0.0,0.0,0.0,0.0,0.0,2
j6ojv9,0.0,0.0,0.22,0.16,0.21,0.09,0.02,0.0,0.18,0.12,2
j6p8z3,0.0,0.47,0.0,0.0,0.27,0.02,0.0,0.0,0.18,0.04,1
j6swj4,0.1,0.23,0.08,0.0,0.37,0.0,0.0,0.0,0.2,0.0,4
j6tw9g,0.03,0.03,0.45,0.35,0.03,0.03,0.03,0.03,0.03,0.03,2
j6udbi,0.04,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.79,9
j6uhex,0.0,0.14,0.0,0.0,0.09,0.07,0.0,0.08,0.42,0.2,8
j6uvpc,0.0,0.23,0.0,0.27,0.0,0.0,0.0,0.34,0.14,0.0,7
j6uwr7,0.0,0.0,0.31,0.0,0.0,0.32,0.0,0.0,0.0,0.35,9
j6w11o,0.0,0.0,0.34,0.27,0.0,0.0,0.08,0.05,0.0,0.24,2
j6yabn,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
j6ysdf,0.07,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.55,0.01,8
j6zcj9,0.0,0.25,0.41,0.31,0.0,0.0,0.0,0.0,0.0,0.0,2
j6zs4t,0.03,0.0,0.46,0.09,0.21,0.1,0.0,0.0,0.09,0.0,2
j7174z,0.01,0.01,0.61,0.34,0.01,0.01,0.01,0.01,0.01,0.01,2
j71j9n,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.59,0.0,0.0,7
j71meo,0.0,0.0,0.0,0.0,0.41,0.08,0.01,0.0,0.35,0.16,4
j725ri,0.0,0.48,0.0,0.0,0.0,0.0,0.16,0.34,0.0,0.0,1
j73z6t,0.0,0.0,0.0,0.0,0.67,0.0,0.29,0.0,0.0,0.0,4
j75h39,0.14,0.01,0.01,0.47,0.19,0.01,0.15,0.01,0.01,0.01,3
j75mk9,0.01,0.01,0.34,0.01,0.01,0.45,0.14,0.01,0.01,0.01,5
j75sjy,0.0,0.0,0.36,0.0,0.42,0.0,0.0,0.2,0.0,0.0,4
j75w4t,0.0,0.29,0.0,0.16,0.22,0.08,0.0,0.0,0.0,0.24,1
j77ekr,0.0,0.13,0.0,0.14,0.11,0.0,0.0,0.04,0.57,0.0,8
j77kfl,0.0,0.08,0.29,0.0,0.11,0.0,0.0,0.42,0.0,0.09,7
j79c5q,0.0,0.25,0.0,0.15,0.0,0.0,0.05,0.0,0.54,0.0,8
j7apx7,0.21,0.0,0.0,0.32,0.44,0.0,0.0,0.0,0.0,0.0,4
j7b143,0.02,0.07,0.0,0.0,0.17,0.12,0.0,0.0,0.25,0.37,9
j7g48g,0.01,0.01,0.24,0.01,0.65,0.01,0.01,0.01,0.01,0.01,4
j7hgyw,0.01,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.39,0.38,8
j7itlg,0.0,0.0,0.69,0.19,0.0,0.07,0.04,0.0,0.0,0.0,2
j7jyrz,0.0,0.12,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0.0,2
j7oo4g,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,4
j7p78t,0.0,0.61,0.0,0.08,0.0,0.1,0.0,0.15,0.0,0.06,1
j7pmcz,0.01,0.0,0.0,0.2,0.0,0.07,0.0,0.0,0.49,0.22,8
j7qngw,0.03,0.14,0.09,0.45,0.0,0.2,0.06,0.0,0.03,0.0,3
j7qpe9,0.04,0.33,0.0,0.0,0.27,0.0,0.0,0.0,0.23,0.13,1
j7r5zq,0.0,0.0,0.08,0.28,0.54,0.0,0.0,0.0,0.09,0.0,4
j7sdg0,0.0,0.29,0.07,0.0,0.44,0.0,0.19,0.0,0.0,0.0,4
j7sngu,0.0,0.0,0.0,0.22,0.0,0.15,0.0,0.0,0.61,0.0,8
j7svm7,0.07,0.0,0.13,0.32,0.0,0.02,0.0,0.13,0.12,0.22,3
j7v6cn,0.09,0.0,0.0,0.42,0.35,0.0,0.0,0.0,0.13,0.0,3
j7yb5i,0.0,0.0,0.15,0.0,0.01,0.49,0.0,0.0,0.0,0.34,5
j80srk,0.01,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,1
j82j04,0.01,0.01,0.81,0.01,0.13,0.01,0.01,0.01,0.01,0.01,2
j83055,0.01,0.48,0.01,0.01,0.01,0.01,0.01,0.08,0.39,0.01,1
j837fi,0.0,0.55,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.0,1
j83m95,0.01,0.24,0.14,0.01,0.01,0.01,0.01,0.01,0.56,0.01,8
j83z7d,0.0,0.0,0.18,0.0,0.31,0.0,0.0,0.0,0.0,0.5,9
j84gzw,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
j87i3d,0.01,0.41,0.01,0.01,0.37,0.01,0.01,0.01,0.18,0.01,1
j87rse,0.15,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.3,4
j88q2a,0.03,0.0,0.11,0.0,0.0,0.28,0.03,0.0,0.54,0.0,8
j899uo,0.03,0.0,0.65,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2
j89pav,0.0,0.0,0.46,0.1,0.0,0.0,0.02,0.33,0.08,0.0,2
j89rcn,0.0,0.56,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1
j8aoym,0.02,0.02,0.68,0.18,0.02,0.02,0.02,0.02,0.02,0.02,2
j8dikz,0.06,0.0,0.35,0.09,0.0,0.18,0.0,0.0,0.0,0.32,2
j8faow,0.04,0.0,0.06,0.0,0.32,0.23,0.0,0.0,0.25,0.09,4
j8g1nq,0.0,0.03,0.1,0.0,0.18,0.0,0.02,0.0,0.08,0.59,9
j8ii7z,0.0,0.4,0.0,0.0,0.45,0.12,0.0,0.0,0.0,0.0,4
j8ij92,0.0,0.4,0.0,0.0,0.45,0.12,0.0,0.0,0.0,0.0,4
j8inwv,0.0,0.0,0.53,0.0,0.44,0.0,0.0,0.0,0.0,0.0,2
j8mudw,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,6
j8n6uo,0.05,0.0,0.34,0.05,0.47,0.0,0.0,0.08,0.0,0.0,4
j8po01,0.0,0.0,0.24,0.21,0.32,0.0,0.0,0.22,0.0,0.0,4
j8qzur,0.23,0.0,0.16,0.16,0.0,0.23,0.0,0.0,0.06,0.16,0
j8r53v,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.15,0.46,0.09,8
j8ujdz,0.18,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.49,0.0,8
j8vyzf,0.03,0.25,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.5,9
j8whla,0.03,0.45,0.0,0.0,0.32,0.0,0.07,0.0,0.12,0.0,1
j8wlsw,0.0,0.26,0.0,0.35,0.22,0.0,0.0,0.0,0.16,0.0,3
j8xvuc,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.23,0.0,0.0,3
j8y5qz,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.16,0.39,0.15,8
j8yan1,0.06,0.0,0.0,0.0,0.29,0.02,0.0,0.0,0.17,0.45,9
j8yf3n,0.01,0.01,0.01,0.01,0.16,0.8,0.01,0.01,0.01,0.01,5
j8ymel,0.01,0.01,0.39,0.01,0.01,0.01,0.26,0.01,0.01,0.29,2
j8zfm8,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
j905xn,0.14,0.01,0.01,0.11,0.54,0.17,0.01,0.01,0.01,0.01,4
j90qjm,0.0,0.27,0.24,0.0,0.26,0.12,0.0,0.11,0.0,0.0,1
j95xhu,0.05,0.0,0.18,0.0,0.0,0.23,0.0,0.0,0.52,0.0,8
j95ygq,0.03,0.48,0.28,0.0,0.0,0.0,0.0,0.08,0.13,0.0,1
j96uly,0.0,0.35,0.0,0.0,0.21,0.0,0.0,0.0,0.32,0.11,1
j985jf,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0
j98fko,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
j9b9ck,0.0,0.51,0.4,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1
j9btu5,0.0,0.0,0.12,0.0,0.47,0.06,0.0,0.0,0.32,0.02,4
j9d7v8,0.01,0.01,0.01,0.6,0.32,0.01,0.01,0.01,0.01,0.01,3
j9dky0,0.0,0.51,0.26,0.0,0.16,0.0,0.0,0.0,0.05,0.0,1
j9f7ks,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
j9gsf8,0.04,0.0,0.0,0.64,0.0,0.06,0.12,0.12,0.0,0.0,3
j9i9em,0.02,0.4,0.0,0.1,0.0,0.0,0.0,0.04,0.41,0.02,8
j9igtq,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,5
j9jdvo,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.28,0.0,0.0,3
j9k5o9,0.02,0.0,0.14,0.3,0.18,0.0,0.0,0.0,0.19,0.16,3
j9kceb,0.01,0.01,0.01,0.79,0.01,0.01,0.13,0.01,0.01,0.01,3
j9ki96,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.1,0.16,0.34,2
j9lc28,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
j9m7jp,0.0,0.64,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,1
j9mnhh,0.01,0.01,0.45,0.15,0.34,0.01,0.01,0.01,0.01,0.01,2
j9qrb0,0.0,0.53,0.25,0.18,0.0,0.0,0.03,0.0,0.0,0.0,1
j9rho6,0.01,0.01,0.83,0.01,0.01,0.01,0.01,0.1,0.01,0.01,2
j9vnfq,0.0,0.1,0.0,0.29,0.0,0.14,0.0,0.0,0.39,0.08,8
j9xby0,0.01,0.01,0.2,0.62,0.01,0.11,0.01,0.01,0.01,0.01,3
j9xogy,0.0,0.0,0.48,0.21,0.0,0.0,0.0,0.0,0.0,0.29,2
j9xu5r,0.0,0.0,0.52,0.36,0.0,0.0,0.11,0.0,0.0,0.0,2
j9y6yw,0.0,0.0,0.43,0.54,0.0,0.0,0.0,0.0,0.0,0.0,3
ja19om,0.04,0.24,0.0,0.0,0.17,0.0,0.0,0.0,0.53,0.0,8
ja1v87,0.06,0.24,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2
ja21vl,0.0,0.25,0.21,0.11,0.0,0.12,0.0,0.0,0.3,0.0,8
ja23l2,0.03,0.0,0.0,0.29,0.24,0.12,0.0,0.11,0.0,0.2,3
ja24a7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.38,2
ja2d1w,0.0,0.43,0.0,0.33,0.22,0.0,0.0,0.0,0.0,0.0,1
ja2hsd,0.07,0.54,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,1
ja2ibb,0.01,0.29,0.01,0.01,0.66,0.01,0.01,0.01,0.01,0.01,4
ja30mz,0.0,0.54,0.32,0.03,0.0,0.1,0.0,0.0,0.0,0.0,1
ja38ri,0.0,0.0,0.0,0.14,0.52,0.0,0.0,0.0,0.0,0.33,4
ja3e76,0.04,0.0,0.5,0.1,0.0,0.0,0.09,0.27,0.0,0.0,2
